,last_name_x,last_name_y, first_name_x,player_id,pitch_hand,pitch_type,pitch_name_x,pitch_name_y,pitches,n_pitches,pitch_usage,release_speed,spin_rate,movement_inches,spin_eff%,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,diff_measured_inferred,diff2,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label,team_name_alt,bauer_units
68,Bowden,Bowden, Ben,641386,L,FF,4-Seamer,4-Seam Fastball,478,476,70.9,92.4,2410,19.7,99,0.981703482668189,0.9881423198986384,216.2596373741068,213.6594194408872,2.6002179332195965,2.6002179332196165,1.9,9,130,0.318,0.573,0.437,23.5,23.1,23.3,0.264,0.467,0.364,42.7,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,COL,26.08225108225108
69,Boxberger,Boxberger, Brad,502202,R,CH,Changeup,Changeup,217,204,20.2,82.5,1300,13.3,90,0.7850315668684619,0.90012170385578,123.98041705398484,104.81206989666391,19.16834715732091,19.16834715732092,-0.1,0,59,0.212,0.346,0.303,24.8,15.3,12.5,0.258,0.405,0.327,20.5,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M,MIL,15.757575757575758
70,Boxberger,Boxberger, Brad,502202,R,FF,4-Seamer,4-Seam Fastball,600,569,55.9,93.5,2385,17.7,90,0.8313909730465645,0.9048442248579868,158.5159455404227,159.42053694384018,-0.9045914034174416,0.9045914034174396,-1.7,-10,157,0.181,0.333,0.274,33.5,39.5,26.5,0.192,0.351,0.283,46.8,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,MIL,25.50802139037433
71,Boyd,Boyd, Matthew,571510,L,CH,Changeup,Changeup,286,281,22.5,79.9,1857,17.6,87,0.843146404005185,0.8744573430108986,233.10346689454636,255.72942132034512,-22.625954425798795,22.625954425798813,-0.7,-2,80,0.247,0.351,0.302,29.9,16.3,15.5,0.304,0.436,0.332,32.8,45,10,15,9,30,0,45,10:15,9:30,+0H 45M,DET,23.241551939924904
72,Boyd,Boyd, Matthew,571510,L,FF,4-Seamer,4-Seam Fastball,535,535,42.0,92.0,2333,18.3,89,0.8400994211852801,0.894999834385538,219.79126185141365,217.8218752036949,1.9693866477187496,1.969386647718763,-0.3,-2,147,0.276,0.433,0.347,18.0,14.3,13.6,0.245,0.451,0.336,42.2,0,10,45,10,45,0,0,10:45,10:45, 0H 00M,DET,25.358695652173914
73,Boyd,Boyd, Matthew,571510,L,SL,Slider,Slider,285,285,22.4,80.4,2368,5.9,31,0.2538088761130067,0.3145673681498954,79.59144531811538,47.936886152655575,31.6545591654598,31.6545591654598,0.7,2,80,0.25,0.458,0.343,24.3,30.0,18.9,0.214,0.393,0.294,30.6,-75,3,15,4,30,1,15,3:15,4:30,-1H 15M,DET,29.452736318407958
74,Brach,Brach, Brad,542960,R,FF,4-Seamer,4-Seam Fastball,274,274,47.3,93.5,2178,16.6,91,0.815242349288444,0.9136992265978467,141.1461264238212,146.41032504475865,-5.264198620937464,5.264198620937465,1.2,3,66,0.255,0.527,0.398,24.4,30.3,18.3,0.206,0.451,0.339,38.9,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,CIN,23.294117647058822
75,Brach,Brach, Brad,542960,R,CH,Changeup,Changeup,208,200,35.9,86.1,1907,16.4,79,0.8202071863634832,0.7917616177893085,116.50745471612316,86.4858900165892,30.021564699533968,30.02156469953397,0.7,2,52,0.229,0.271,0.292,38.8,21.2,20.4,0.224,0.271,0.255,24.3,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M,CIN,22.148664343786297
76,Bradley,Bradley, Archie,605151,R,FF,4-Seamer,4-Seam Fastball,431,430,46.8,94.0,2128,18.0,95,0.8762053932521212,0.9463531899108604,144.5155101405082,150.95212872223456,-6.43661858172635,6.436618581726315,-0.8,-3,105,0.237,0.473,0.352,18.1,26.7,18.7,0.222,0.423,0.319,46.2,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,PHI,22.638297872340427
77,Brentz,Brentz, Jake,641394,L,FF,4-Seamer,4-Seam Fastball,645,633,58.3,96.9,2249,17.2,87,0.8364111257754475,0.8708895294110327,220.341122759361,215.6516878930885,4.6894348662725065,4.6894348662725065,-0.7,-4,157,0.211,0.333,0.329,21.8,21.7,23.4,0.228,0.362,0.34,40.2,0,10,45,10,45,0,0,10:45,10:45, 0H 00M,KC,23.209494324045405
78,Brentz,Brentz, Jake,641394,L,SL,Slider,Slider,308,304,27.8,85.2,2231,5.8,31,0.2672610593431725,0.3098482090050643,70.00711720560774,38.72578145400419,31.28133575160355,31.281335751603542,0.5,1,77,0.191,0.397,0.303,43.2,36.4,24.8,0.219,0.406,0.322,39.0,-60,3,45,4,45,1,0,3:45,4:45,-1H 00M,KC,26.185446009389672
79,Brogdon,Brogdon, Connor,641401,R,CH,Changeup,Changeup,329,328,35.6,84.6,1956,19.6,99,0.9413131847702848,0.9938305056942436,116.57454806718346,113.52325544847312,3.051292618710334,3.0512926187103218,-2.0,-7,108,0.167,0.275,0.221,33.3,25.0,19.0,0.177,0.253,0.202,22.1,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M,PHI,23.120567375886527
80,Brogdon,Brogdon, Connor,641401,R,FF,4-Seamer,4-Seam Fastball,414,414,44.9,96.0,2288,19.4,97,0.9221733235397376,0.9720606669964832,142.83410276542813,145.95315370863318,-3.1190509432050533,3.119050943205058,0.8,3,90,0.3,0.512,0.383,25.6,22.2,17.9,0.261,0.462,0.346,44.3,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,PHI,23.833333333333332
81,Brothers,Brothers, Rex,571521,L,SL,Slider,Slider,344,311,34.5,86.2,2099,2.5,13,0.1196364721163964,0.1340880870447009,130.29423316099047,77.10947027668128,53.1847628843092,53.18476288430921,-0.3,-1,100,0.13,0.261,0.194,55.2,53.0,29.9,0.147,0.261,0.203,26.8,-105,1,45,3,30,1,45,1:45,3:30,-1H 45M,CHC,24.350348027842227
82,Brothers,Brothers, Rex,571521,L,FF,4-Seamer,4-Seam Fastball,654,632,65.5,94.5,2107,18.7,97,0.9194429029047928,0.965917597556855,216.44548369169763,208.81372233223712,7.631761359460512,7.631761359460511,1.3,8,134,0.287,0.525,0.445,20.9,16.4,22.2,0.322,0.595,0.464,54.4,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,CHC,22.296296296296298
83,Brubaker,Brubaker, JT,664141,R,SL,Slider,Slider,665,664,34.2,87.2,2647,3.1,19,0.1325235852576545,0.1930670310398838,212.17536532581036,223.8542386693078,-11.678873343497456,11.678873343497475,0.5,3,196,0.228,0.484,0.319,42.5,36.7,32.7,0.209,0.411,0.288,39.8,30,11,0,10,30,0,30,11:00,10:30,+0H 30M,PIT,30.355504587155963
84,Brubaker,Brubaker, JT,664141,R,FF,4-Seamer,4-Seam Fastball,476,472,24.5,92.9,2180,17.8,93,0.854888995928428,0.9284155078200974,143.73956725167386,149.231385116457,-5.491817864783144,5.491817864783148,0.1,1,94,0.241,0.506,0.357,18.1,11.7,10.9,0.261,0.495,0.35,38.7,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,PIT,23.46609257265877
85,Bubic,Bubic, Kris,663460,L,FF,4-Seamer,4-Seam Fastball,1144,1134,52.0,90.9,2070,16.1,91,0.7954858264404215,0.9106420218548829,210.945007417208,203.70517617504424,7.239831242163746,7.239831242163724,-0.6,-6,262,0.217,0.355,0.318,20.8,20.6,19.1,0.244,0.412,0.347,39.8,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M,KC,22.77227722772277
86,Bubic,Bubic, Kris,663460,L,CH,Changeup,Changeup,679,677,30.8,80.0,1603,14.8,97,0.7758573868724599,0.9651324289701848,242.82057685067036,246.10479760714776,-3.284220756477424,3.284220756477417,1.2,8,219,0.251,0.503,0.365,28.0,23.7,23.3,0.262,0.501,0.357,40.1,15,10,0,9,45,0,15,10:00,9:45,+0H 15M,KC,20.0375
87,Buehler,Buehler, Walker,621111,R,FC,Cutter,Cutter,514,509,16.3,91.6,2623,10.2,46,0.4542094568329016,0.4612248815507941,196.1278125000408,221.93168274864857,-25.803870248607808,25.80387024860784,-1.6,-8,132,0.23,0.402,0.308,29.3,15.9,18.9,0.242,0.353,0.291,17.8,60,11,30,10,30,1,0,11:30,10:30,+1H 00M,LAD,28.635371179039304
88,Buehler,Buehler, Walker,621111,R,FF,4-Seamer,4-Seam Fastball,1403,1395,44.5,95.3,2471,17.8,87,0.8320507966306131,0.8653791047574872,165.37436608845812,169.8222189560081,-4.447852867549983,4.447852867549986,-1.3,-18,336,0.202,0.366,0.295,20.3,23.8,19.3,0.241,0.424,0.331,45.8,15,12,30,12,15,0,15,12:30,12:15,+0H 15M,LAD,25.928646379853095
89,Buehler,Buehler, Walker,621111,R,SL,Slider,Slider,434,423,13.8,84.8,2794,15.2,52,0.6464500270859505,0.5167561680787469,287.96913969671965,273.28347649588625,14.685663200833403,14.685663200833432,-1.5,-7,137,0.19,0.277,0.21,34.2,35.0,25.9,0.173,0.245,0.181,30.3,-30,8,30,9,0,0,30,8:30,9:00,-0H 30M,LAD,32.94811320754717
90,Bumgarner,Bumgarner, Madison,518516,L,FC,Cutter,Cutter,786,755,34.3,86.0,2423,7.9,46,0.3605864364855705,0.4575757945353194,178.16550934007606,155.0485307355071,23.11697860456897,23.116978604568995,0.0,0,211,0.263,0.468,0.343,21.0,17.1,14.8,0.25,0.414,0.316,39.0,-45,12,0,12,45,0,45,12:00,12:45,-0H 45M,ARI,28.174418604651162
91,Bumgarner,Bumgarner, Madison,518516,L,FF,4-Seamer,4-Seam Fastball,748,720,32.6,90.4,2305,17.1,86,0.8167073518675291,0.8625173469171951,214.3626581590654,211.1422982174476,3.220359941617829,3.220359941617865,-0.2,-1,183,0.198,0.395,0.298,17.8,20.2,17.7,0.249,0.477,0.347,40.2,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,ARI,25.49778761061947
92,Bummer,Bummer, Aaron,607481,L,SL,Slider,Slider,282,279,29.3,83.0,2470,20.2,82,0.8839171103136083,0.8214034612218241,55.51362069769048,68.90180898068805,-13.38818828299756,13.388188282997564,-2.8,-8,92,0.094,0.094,0.139,52.2,67.4,32.3,0.075,0.087,0.127,21.7,30,4,15,3,45,0,30,4:15,3:45,+0H 30M,CWS,29.759036144578314
93,Bundy,Bundy, Dylan,605164,R,FF,4-Seamer,4-Seam Fastball,522,515,34.3,90.7,2491,19.7,89,0.8734618135954301,0.8854386385370663,160.11821898612845,164.17831820667897,-4.060099220550512,4.060099220550511,0.7,4,136,0.237,0.474,0.368,19.3,19.1,19.7,0.227,0.448,0.348,38.2,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,LAA,27.464167585446525
94,Bundy,Bundy, Dylan,605164,R,SL,Slider,Slider,322,313,21.1,79.9,2664,7.0,34,0.2885128421676511,0.3370139636563649,313.1467614533941,314.50620996393684,-1.359448510542734,1.3594485105427638,0.1,0,89,0.235,0.494,0.326,36.0,32.6,23.2,0.231,0.446,0.295,35.1,0,7,30,7,30,0,0,7:30,7:30, 0H 00M,LAA,33.34167709637046
95,Burnes,Burnes, Corbin,669203,R,FC,Cutter,Cutter,1356,1331,52.3,95.2,2767,11.6,53,0.5142779845845581,0.526508678586835,177.43216488924782,204.5968811450056,-27.16471625575778,27.16471625575777,-1.6,-22,364,0.237,0.328,0.288,32.1,32.1,31.0,0.199,0.291,0.255,32.1,45,12,0,11,15,0,45,12:00,11:15,+0H 45M,MIL,29.06512605042017
96,Burnes,Burnes, Corbin,669203,R,SL,Slider,Slider,238,215,9.2,88.0,2876,8.6,40,0.3685976029017085,0.4019391807296427,263.3603287903044,282.5678331358501,-19.20750434554577,19.20750434554577,-3.0,-7,70,0.174,0.174,0.167,47.5,42.9,36.1,0.158,0.208,0.165,30.0,45,9,15,8,30,0,45,9:15,8:30,+0H 45M,MIL,32.68181818181818
97,Burr,Burr, Ryan,621114,R,FF,4-Seamer,4-Seam Fastball,298,297,50.3,94.7,2001,15.1,90,0.7703954643893488,0.9002858736476128,171.97728295150156,174.3894257634688,-2.412142811967243,2.4121428119672386,0.4,1,78,0.237,0.407,0.37,16.0,16.7,19.1,0.239,0.368,0.364,56.3,0,12,15,12,15,0,0,12:15,12:15, 0H 00M,CWS,21.129883843717
98,Burr,Burr, Ryan,621114,R,FC,Cutter,Cutter,238,237,40.1,86.7,2313,6.1,30,0.2821300698084202,0.3020566428521841,260.4166933195189,297.7875880694219,-37.37089474990296,37.37089474990293,-2.8,-7,65,0.203,0.237,0.223,33.3,29.2,22.9,0.226,0.303,0.256,45.2,75,9,15,8,0,1,15,9:15,8:00,+1H 15M,CWS,26.67820069204152
99,Cabrera,Cabrera, Génesis,650893,L,FF,4-Seamer,4-Seam Fastball,534,523,44.7,97.6,2297,19.5,99,0.9501634108700124,0.9881701229549364,209.3225040672796,204.07749796406185,5.245006103217804,5.245006103217807,-0.4,-2,138,0.164,0.273,0.286,27.0,33.3,25.1,0.187,0.332,0.312,43.9,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M,STL,23.53483606557377
100,Campbell,Campbell, Paul,669294,R,FF,4-Seamer,4-Seam Fastball,210,209,44.9,92.7,2475,17.9,79,0.7970093608853718,0.7938127569180714,154.90853314362792,162.4644693391015,-7.555936195473578,7.555936195473581,3.0,6,53,0.367,0.673,0.494,17.1,20.8,20.8,0.311,0.592,0.404,44.7,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,MIA,26.699029126213592
101,Canning,Canning, Griffin,656288,R,CH,Changeup,Changeup,229,215,21.2,89.1,1871,20.1,95,0.9996789602160366,0.9499659848574356,130.1597610700871,110.24378172394094,19.915979346146145,19.91597934614617,-0.5,-1,65,0.276,0.362,0.325,34.8,15.4,16.4,0.303,0.413,0.352,35.4,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M,LAA,20.998877665544335
102,Canning,Canning, Griffin,656288,R,FF,4-Seamer,4-Seam Fastball,441,435,40.8,93.5,2265,20.8,98,0.9651321567836566,0.9834402764089843,151.6372143958678,152.1590528416328,-0.5218384457649847,0.5218384457650035,1.8,8,103,0.256,0.581,0.419,20.7,17.5,17.0,0.275,0.562,0.408,52.9,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,LAA,24.22459893048128
103,Canning,Canning, Griffin,656288,R,SL,Slider,Slider,290,282,26.9,88.2,2640,3.3,14,0.1417645436766512,0.140119252298113,4.370749553346087,49.1737773028149,-44.80302774946881,44.8030277494688,1.8,5,89,0.253,0.47,0.349,39.4,34.8,26.5,0.206,0.334,0.256,34.0,90,5,45,4,15,1,30,5:45,4:15,+1H 30M,LAA,29.931972789115644
104,Carrasco,Carrasco, Carlos,471911,R,FF,4-Seamer,4-Seam Fastball,351,351,39.5,93.4,2260,16.1,83,0.7622378898840744,0.8260420428769212,139.44519013271665,152.93725380241972,-13.492063669703072,13.492063669703075,0.3,1,85,0.297,0.622,0.409,21.9,17.6,19.0,0.254,0.509,0.358,45.9,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,NYM,24.197002141327623
105,Castillo,Castillo, Luis,622491,R,FF,4-Seamer,4-Seam Fastball,901,896,28.5,97.1,2327,16.9,87,0.8146925994858358,0.8708114077106934,127.154507560059,135.8615325371798,-8.707024977120824,8.70702497712083,0.5,4,160,0.257,0.478,0.364,30.3,31.3,20.9,0.205,0.36,0.296,34.1,15,1,45,1,30,0,15,1:45,1:30,+0H 15M,CIN,23.96498455200824
106,Castillo,Castillo, Diego,650895,R,SL,Slider,Slider,622,614,66.5,87.3,2264,4.9,15,0.2219955057204684,0.1542667729063833,180.4188225666549,206.09570532130223,-25.676882754647323,25.676882754647327,-2.4,-15,161,0.13,0.233,0.202,40.1,40.4,27.2,0.155,0.231,0.206,28.2,45,12,0,11,15,0,45,12:00,11:15,+0H 45M,SEA,25.93356242840779
107,Castillo,Castillo, Luis,622491,R,CH,Changeup,Changeup,960,914,30.3,88.4,1967,17.6,87,0.8746792750389,0.8706445980442578,111.34247667807254,88.48484309630885,22.857633581763693,22.8576335817637,-0.4,-4,291,0.209,0.312,0.275,32.6,28.2,18.8,0.2,0.268,0.246,29.9,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M,CIN,22.251131221719454
108,Castillo,Castillo, Luis,622491,R,SL,Slider,Slider,550,543,17.4,86.4,2444,3.1,14,0.1408134726001168,0.1390543741963851,315.5652440021336,349.1609557816879,-33.595711779554335,33.595711779554364,-1.3,-7,98,0.17,0.309,0.223,41.4,32.7,24.8,0.208,0.315,0.244,37.1,75,7,30,6,15,1,15,7:30,6:15,+1H 15M,CIN,28.287037037037035
109,Castro,Castro, Anthony,621593,R,FF,4-Seamer,4-Seam Fastball,234,233,51.4,95.2,2485,12.5,57,0.5702003808629688,0.571277356982421,145.6720032814437,165.6891185212717,-20.017115239828,20.01711523982802,0.6,1,55,0.271,0.479,0.391,16.8,16.4,15.8,0.258,0.408,0.338,43.6,45,1,15,12,30,0,45,1:15,12:30,+0H 45M,TOR,26.102941176470587
110,Castro,Castro, Miguel,612434,R,CH,Changeup,Changeup,270,262,22.0,92.1,2027,19.9,92,0.9783801907642866,0.9217207740107756,114.24907406156056,92.03576824990508,22.213305811655477,22.21330581165548,-0.4,-1,78,0.188,0.275,0.271,33.6,23.1,17.6,0.173,0.278,0.253,23.5,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M,NYM,22.008686210640608
111,Castro,Castro, Anthony,621593,R,SL,Slider,Slider,215,211,47.3,84.1,2728,13.8,60,0.5763626647567884,0.5997343051754085,294.1046266204981,280.8505651625617,13.254061457936473,13.25406145793651,-0.8,-2,51,0.208,0.396,0.281,41.9,45.1,28.4,0.183,0.367,0.275,53.8,-30,8,15,8,45,0,30,8:15,8:45,-0H 30M,TOR,32.43757431629013
112,Castro,Castro, Miguel,612434,R,SL,Slider,Slider,433,396,35.3,85.6,2990,12.6,47,0.511867104145014,0.4745733310924112,289.21514309305144,272.2722304569547,16.942912636096764,16.942912636096768,-1.6,-7,110,0.131,0.222,0.208,41.5,43.6,28.7,0.168,0.245,0.231,25.5,-45,8,15,9,0,0,45,8:15,9:00,-0H 45M,NYM,34.929906542056074
113,Cease,Cease, Dylan,656302,R,FF,4-Seamer,4-Seam Fastball,1383,1375,46.8,96.7,2543,18.9,90,0.8664864643042333,0.9001079201529596,165.0590730147513,165.93284997437644,-0.8737769596251326,0.8737769596251446,-0.1,-2,352,0.264,0.449,0.361,23.0,19.3,18.0,0.276,0.502,0.385,46.8,0,12,30,12,30,0,0,12:30,12:30, 0H 00M,CWS,26.297828335056877
114,Cease,Cease, Dylan,656302,R,SL,Slider,Slider,906,839,30.6,85.9,2882,8.1,39,0.338907011651564,0.3856269207617905,292.94769089143085,289.0717501552828,3.8759407361480394,3.8759407361480256,-0.9,-8,216,0.176,0.264,0.253,50.1,43.1,28.0,0.148,0.226,0.218,25.7,0,8,15,8,15,0,0,8:15,8:15, 0H 00M,CWS,33.55064027939464
115,Cessa,Cessa, Luis,570666,R,SL,Slider,Slider,538,537,56.7,82.7,2474,6.4,29,0.2760299105964005,0.2874006122611455,323.6953917171013,324.2142963056656,-0.5189045885642827,0.5189045885642996,-0.4,-2,149,0.237,0.348,0.304,31.4,22.8,20.6,0.24,0.344,0.289,29.4,0,7,15,7,15,0,0,7:15,7:15, 0H 00M,CIN,29.915356711003625
116,Chafin,Chafin, Andrew,605177,L,SL,Slider,Slider,250,244,26.4,82.5,2413,4.4,27,0.1909324677057085,0.2741378849286057,31.41846228514558,18.89470920697121,12.523753078174366,12.52375307817437,-2.4,-6,80,0.092,0.224,0.141,54.6,55.0,32.6,0.107,0.243,0.175,32.4,-15,5,0,5,15,0,15,5:00,5:15,-0H 15M,OAK,29.24848484848485
117,Chafin,Chafin, Andrew,605177,L,FF,4-Seamer,4-Seam Fastball,267,256,28.2,91.8,2143,17.8,96,0.8512142039537403,0.9574536227732324,216.70985242274853,209.37795692847143,7.33189549427712,7.331895494277114,-2.9,-8,77,0.176,0.25,0.245,10.7,14.3,18.0,0.226,0.351,0.301,40.4,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,OAK,23.344226579520697
118,Chapman,Chapman, Aroldis,547973,L,SL,Slider,Slider,268,266,26.7,85.1,2274,13.8,46,0.6201531576382746,0.4567203081451536,66.14843459525393,93.8053530936267,-27.65691849837277,27.65691849837278,0.0,0,65,0.173,0.365,0.318,43.1,33.8,29.3,0.153,0.378,0.3,34.4,60,3,45,2,45,1,0,3:45,2:45,+1H 00M,NYY,26.72150411280846
119,Chapman,Chapman, Aroldis,547973,L,FF,4-Seamer,4-Seam Fastball,569,568,56.7,98.3,2373,18.2,88,0.8527630640626264,0.8841670492740363,202.2257137030099,193.6271673392781,8.5985463637318,8.5985463637318,0.7,4,115,0.306,0.6,0.457,29.3,23.5,26.7,0.256,0.544,0.425,46.7,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M,NYY,24.140386571719226
120,Chargois,Chargois, JT,608638,R,SL,Slider,Slider,522,512,59.6,87.6,2252,3.0,20,0.137858568182132,0.1979180986611802,131.98473004391144,175.04955224962907,-43.06482220571763,43.06482220571762,-0.5,-3,144,0.178,0.364,0.281,33.8,31.9,22.3,0.209,0.379,0.287,37.6,75,1,30,12,15,1,15,1:30,12:15,+1H 15M,TB,25.707762557077626
121,Chatwood,Chatwood, Tyler,543022,R,FC,Cutter,Cutter,214,212,36.2,88.9,2711,5.8,25,0.2499335559483346,0.2522468555100427,239.88769415901703,278.863295086364,-38.97560092734699,38.975600927346974,-1.1,-2,53,0.192,0.308,0.228,39.4,39.6,26.9,0.2,0.332,0.234,45.2,75,10,0,8,45,1,15,10:00,8:45,+1H 15M,SF,30.494938132733406
122,Chavez,Chavez, Jesse,445926,R,FC,Cutter,Cutter,218,218,41.3,89.1,2247,12.0,64,0.5747141372026764,0.6397772757585548,151.48501021647064,175.03189772720853,-23.54688751073789,23.54688751073789,-0.6,-1,53,0.208,0.333,0.275,19.6,28.3,20.5,0.244,0.403,0.314,45.5,45,1,0,12,15,0,45,1:00,12:15,+0H 45M,ATL,25.21885521885522
123,Cimber,Cimber, Adam,643256,R,FF,4-Seamer,4-Seam Fastball,332,324,32.5,87.1,2199,12.9,70,0.5950304324626121,0.6967895816513684,88.51138411189983,104.2847806753746,-15.773396563474762,15.773396563474783,-0.9,-3,96,0.195,0.276,0.251,27.5,33.3,19.0,0.201,0.291,0.258,43.6,30,3,0,2,30,0,30,3:00,2:30,+0H 30M,TOR,25.24684270952928
124,Cimber,Cimber, Adam,643256,R,SL,Slider,Slider,328,325,32.1,78.4,2413,7.7,21,0.3282126029244728,0.2122247152916981,247.040060797261,249.2465171826568,-2.206456385395768,2.206456385395696,-0.8,-3,80,0.2,0.32,0.244,23.0,17.5,15.7,0.256,0.398,0.297,30.6,0,9,45,9,45,0,0,9:45,9:45, 0H 00M,TOR,30.778061224489793
125,Cishek,Cishek, Steve,518553,R,SL,Slider,Slider,484,481,38.6,77.5,2376,18.5,79,0.7862135227431734,0.793814423080856,286.39857922333533,290.595867058788,-4.1972878354526415,4.1972878354526095,1.0,5,94,0.244,0.346,0.336,21.5,23.4,14.6,0.176,0.293,0.278,32.8,15,8,30,8,15,0,15,8:30,8:15,+0H 15M,LAA,30.65806451612903
126,Cisnero,Cisnero, José,542585,R,FF,4-Seamer,4-Seam Fastball,433,432,40.6,96.7,2415,18.1,90,0.8489030264753825,0.8960560810219721,135.99129659024007,142.93516960384417,-6.9438730136041045,6.943873013604117,0.1,0,113,0.198,0.341,0.329,29.6,32.7,21.0,0.192,0.341,0.318,37.0,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,DET,24.9741468459152
127,Cisnero,Cisnero, José,542585,R,SL,Slider,Slider,297,297,27.8,88.4,2526,6.9,30,0.3055643642913495,0.3037677829831676,200.71108163172187,234.2253031420412,-33.514221510319345,33.51422151031939,1.2,4,74,0.262,0.431,0.341,24.8,24.3,21.7,0.237,0.459,0.338,33.3,60,11,15,10,15,1,0,11:15,10:15,+1H 00M,DET,28.57466063348416
128,Civale,Civale, Aaron,650644,R,FS,Splitter,Splitter,264,253,13.8,85.6,1652,11.5,67,0.6039745385026474,0.6691709496210874,155.73330920654524,116.23209136150304,39.50121784504219,39.50121784504217,0.3,1,69,0.219,0.484,0.323,28.9,18.8,14.0,0.257,0.452,0.33,27.5,-90,12,45,2,15,1,30,12:45,2:15,-1H 30M,CLE,19.299065420560748
129,Civale,Civale, Aaron,650644,R,FF,4-Seamer,4-Seam Fastball,429,425,22.5,91.4,2327,17.2,84,0.7928473723342647,0.8437867426638833,164.51856166447175,168.30401430316215,-3.785452638690401,3.785452638690417,1.4,6,98,0.278,0.6,0.394,15.3,14.3,10.8,0.319,0.621,0.42,48.7,0,12,30,12,30,0,0,12:30,12:30, 0H 00M,CLE,25.45951859956236
130,Civale,Civale, Aaron,650644,R,SL,Slider,Slider,232,230,12.2,83.4,2723,10.1,44,0.4228407408566472,0.4410900124144997,261.1618108165157,288.8154264547185,-27.653615638202723,27.6536156382027,1.0,2,62,0.276,0.5,0.353,20.9,9.7,7.5,0.274,0.487,0.346,38.5,60,9,15,8,15,1,0,9:15,8:15,+1H 00M,CLE,32.64988009592326
131,Civale,Civale, Aaron,650644,R,FC,Cutter,Cutter,476,472,24.9,87.7,2493,8.0,48,0.3550644639872574,0.4808003222848893,203.49922804644945,229.84442632790964,-26.3451982814602,26.345198281460192,-2.8,-14,124,0.191,0.296,0.24,20.1,25.0,26.5,0.229,0.374,0.287,38.8,60,11,15,10,15,1,0,11:15,10:15,+1H 00M,CLE,28.426453819840365
132,Clarke,Clarke, Taylor,664199,R,FF,4-Seamer,4-Seam Fastball,403,402,53.4,95.5,2203,18.1,92,0.8984831618423118,0.9212749629078614,153.2976593891619,159.53515479347487,-6.237495404312966,6.237495404312964,1.6,7,109,0.38,0.61,0.449,16.3,16.5,13.3,0.313,0.516,0.375,50.6,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,ARI,23.06806282722513
133,Clase,Clase, Emmanuel,661403,R,SL,Slider,Slider,315,310,29.8,91.9,2550,7.5,33,0.3347206213733893,0.3317097890059201,279.6525672846964,273.5590200813237,6.093547203372623,6.093547203372637,-2.8,-9,84,0.11,0.134,0.153,40.5,38.1,23.9,0.134,0.164,0.152,24.0,-15,8,45,9,0,0,15,8:45,9:00,-0H 15M,CLE,27.747551686615886
134,Clase,Clase, Emmanuel,661403,R,FC,Cutter,Cutter,731,719,69.2,100.2,2579,10.6,59,0.4901414418565472,0.5886729995981309,182.28851752412496,196.64897431380123,-14.360456789676247,14.360456789676228,-2.0,-14,189,0.236,0.292,0.267,29.7,22.2,23.3,0.238,0.314,0.268,31.6,30,12,0,11,30,0,30,12:00,11:30,+0H 30M,CLE,25.738522954091817
135,Cobb,Cobb, Alex,502171,R,FS,Splitter,Splitter,583,521,36.9,87.5,1636,14.9,80,0.7883479911143129,0.798157480724927,131.55103462040276,99.36554362353522,32.18549099686754,32.185490996867536,0.2,1,160,0.226,0.308,0.281,35.2,25.0,18.3,0.232,0.347,0.289,35.8,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M,LAA,18.697142857142858
