,player_name,p_throws,pitch_type,n_pitches,velo,pfx_x,pfx_z,RV,RV/100,xRV,xRV/100
589,"Zimmermann, Jordan",R,FF,7.0,89.7,5.09,16.54,-0.18300000000000002,-2.61,0.30600000000000005,4.37
590,"Zuber, Tyler",R,FF,293.0,94.6,9.01,16.08,15.554,5.31,13.829,4.72
591,"de Geus, Brett",R,FF,8.0,91.3,9.12,5.37,-0.015,-0.19,0.694,8.67
592,"deGrom, Jacob",R,FF,704.0,99.2,9.07,16.45,9.801,1.39,14.199,2.02
593,"Abad, Fernando",L,FF,18.0,91.7,-5.34,16.2,2.8369999999999997,15.76,1.637,9.09
594,"Aguilar, Miguel",L,FF,62.0,91.4,-4.82,15.73,1.65,2.66,4.299,6.93
595,"Akin, Keegan",L,FF,1009.0,92.0,-10.75,18.06,12.219,1.21,20.849,2.07
596,"Albers, Andrew",L,FF,116.0,88.4,-7.51,18.76,4.396,3.79,5.755000000000001,4.96
597,"Alexander, Tyler",L,FF,244.0,90.5,-7.08,16.44,9.133999999999999,3.74,7.855,3.22
598,"Allard, Kolby",L,FF,962.0,91.5,-7.87,17.0,25.691,2.67,36.516,3.8
599,"Allen, Logan",L,FF,368.0,92.7,-6.91,15.45,28.452,7.730000000000001,24.154,6.56
600,"Allgeyer, Nick",L,FF,7.0,92.3,-10.85,12.69,-0.28099999999999997,-4.01,0.40499999999999997,5.79
601,"Alvarado, José",L,FF,36.0,98.4,-8.18,15.35,2.0970000000000004,5.83,1.68,4.67
602,"Anderson, Brett",L,FF,9.0,88.6,-7.24,13.25,1.758,19.53,2.1340000000000003,23.71
603,"Anderson, Tyler",L,FF,947.0,90.6,-8.91,18.37,21.036,2.22,31.926,3.3700000000000006
604,"Ashby, Aaron",L,FF,11.0,96.6,-7.96,10.96,-0.898,-8.16,1.0070000000000001,9.15
605,"Baldonado, Alberto",L,FF,130.0,93.8,-10.45,15.87,8.428,6.48,8.753,6.73
606,"Banda, Anthony",L,FF,292.0,94.1,-11.26,15.7,14.382999999999997,4.93,10.322,3.53
607,"Baragar, Caleb",L,FF,288.0,92.8,-8.57,20.2,13.752,4.78,13.431,4.66
608,"Benjamin, Wes",L,FF,200.0,91.3,-8.28,19.4,8.293,4.15,10.875,5.44
609,"Bergen, Travis",L,FF,163.0,92.3,-13.34,16.2,6.820999999999999,4.18,9.42,5.78
610,"Biddle, Jesse",L,FF,85.0,93.0,-5.54,15.2,10.381,12.21,9.58,11.27
611,"Bleier, Richard",L,FF,7.0,90.5,-12.48,10.56,-0.276,-3.94,0.488,6.97
612,"Bowden, Ben",L,FF,477.0,92.4,-10.47,17.03,33.627,7.05,34.355,7.2
613,"Boyd, Matthew",L,FF,535.0,92.0,-10.7,15.2,20.949,3.9199999999999995,17.483,3.27
614,"Brault, Steven",L,FF,199.0,90.7,-11.17,12.48,8.152,4.1,15.173,7.62
615,"Brentz, Jake",L,FF,639.0,96.9,-9.52,14.51,26.646000000000004,4.17,30.527,4.78
616,"Brothers, Rex",L,FF,654.0,94.5,-8.59,16.94,45.073,6.889999999999999,43.794,6.7
617,"Bubic, Kris",L,FF,1136.0,90.9,-6.18,15.38,38.298,3.37,50.299,4.43
618,"Buchter, Ryan",L,FF,151.0,90.5,-9.45,17.89,17.115,11.33,16.595,10.99
619,"Bumgarner, Madison",L,FF,746.0,90.4,-8.46,15.4,16.695,2.24,36.349000000000004,4.87
620,"Cabrera, Génesis",L,FF,528.0,97.6,-7.62,18.28,7.546,1.43,8.192,1.55
621,"Camarena, Daniel",L,FF,34.0,92.9,-5.0,12.26,0.788,2.32,2.228,6.55
622,"Castano, Daniel",L,FF,140.0,90.3,-5.7,12.25,11.503,8.22,12.185,8.7
623,"Chafin, Andrew",L,FF,265.0,91.8,-8.36,16.29,7.629,2.88,12.136,4.58
624,"Chapman, Aroldis",L,FF,568.0,98.3,-4.09,18.06,35.13,6.18,41.792,7.360000000000001
625,"Claudio, Alex",L,FF,82.0,85.5,-15.45,5.96,6.852,8.36,9.633000000000001,11.75
626,"Cleavinger, Garrett",L,FF,194.0,95.8,-7.27,13.62,14.454,7.45,11.527,5.94
627,"Conley, Adam",L,FF,160.0,95.7,-14.41,14.19,6.642,4.15,8.266,5.17
628,"Corbin, Patrick",L,FF,766.0,92.3,-8.04,15.06,50.52,6.6,56.414,7.36
629,"Cortes, Nestor",L,FF,652.0,90.7,-5.63,18.62,8.863999999999999,1.36,29.754,4.56
630,"Coulombe, Danny",L,FF,138.0,90.4,-4.53,15.04,8.951,6.49,13.816,10.01
631,"Crochet, Garrett",L,FF,588.0,96.6,-4.58,17.73,31.480000000000004,5.35,38.639,6.57
632,"Davidson, Tucker",L,FF,148.0,93.0,-2.04,16.56,10.752999999999998,7.2700000000000005,14.594,9.86
633,"Davis, Austin",L,FF,246.0,93.6,-9.14,14.53,11.546,4.69,9.326,3.79
634,"Dayton, Grant",L,FF,161.0,91.5,-7.75,17.94,8.669,5.38,7.614,4.73
635,"Del Pozo, Miguel",L,FF,48.0,93.3,-8.94,15.35,3.1010000000000004,6.46,3.187,6.64
636,"Detmers, Reid",L,FF,150.0,92.8,-7.28,16.84,6.077,4.05,7.98,5.32
637,"Detwiler, Ross",L,FF,300.0,91.9,-10.48,16.48,13.956000000000001,4.65,21.772,7.26
638,"Diaz, Jhonathan",L,FF,2.0,89.9,-3.48,14.52,-0.17,-8.5,0.022000000000000002,1.1
639,"Diekman, Jake",L,FF,612.0,95.4,-14.2,13.58,23.71,3.87,24.249,3.96
640,"Dohy, Kyle",L,FF,7.0,90.3,-8.23,15.91,0.643,9.19,0.681,9.73
641,"Doolittle, Sean",L,FF,701.0,93.1,-3.62,20.03,26.072999999999997,3.72,26.626,3.8
642,"Duffy, Danny",L,FF,438.0,93.7,-5.27,19.27,11.199,2.56,15.432,3.52
643,"Eaton, Adam",L,FF,14.0,87.6,-1.67,17.07,1.4320000000000002,10.23,2.033,14.52
644,"Enns, Dietrich",L,FF,211.0,94.2,-5.39,17.47,3.463,1.64,3.513,1.66
645,"Falter, Bailey",L,FF,346.0,91.8,-7.36,17.53,7.904,2.28,20.996,6.070000000000001
646,"Fleming, Josh",L,FF,8.0,91.0,-12.32,15.22,-0.025,-0.31,0.32099999999999995,4.01
647,"Flores Jr., Bernardo",L,FF,2.0,89.3,-2.88,20.58,0.742,37.1,0.127,6.35
648,"Freeland, Kyle",L,FF,468.0,91.4,-6.19,12.83,22.945,4.9,27.75,5.93
649,"Fried, Max",L,FF,998.0,94.0,-1.35,12.72,46.738,4.68,64.944,6.51
650,"Fry, Jace",L,FF,17.0,91.5,-8.53,15.16,2.878,16.93,2.486,14.62
651,"Fry, Paul",L,FF,475.0,92.8,-5.78,12.78,20.567,4.33,30.553,6.43
652,"García, Jarlín",L,FF,484.0,93.1,-15.61,13.0,17.309,3.58,25.752,5.32
653,"Garrett, Amir",L,FF,404.0,94.8,-9.36,14.93,32.171,7.96,25.925,6.42
654,"Garrett, Braxton",L,FF,203.0,90.3,-4.71,18.17,10.169,5.01,9.169,4.52
655,"Gilbert, Tyler",L,FF,148.0,89.7,-8.18,15.83,0.3589999999999997,0.23999999999999996,5.234,3.5399999999999996
656,"Gilbreath, Lucas",L,FF,461.0,93.3,-0.21,15.14,16.627,3.61,21.125,4.58
657,"Gomber, Austin",L,FF,747.0,91.6,-5.87,17.87,54.005,7.23,72.787,9.74
658,"Gonsalves, Stephen",L,FF,42.0,92.8,-2.01,19.73,0.9629999999999997,2.29,1.314,3.1300000000000003
659,"Gonzales, Marco",L,FF,119.0,88.1,-7.81,17.74,2.1990000000000003,1.85,4.706,3.95
660,"Gose, Anthony",L,FF,84.0,99.3,-7.92,18.65,-2.6700000000000004,-3.18,-0.586,-0.7
661,"Guduan, Reymin",L,FF,139.0,93.8,-3.48,14.62,12.1,8.71,15.344,11.04
662,"Guenther, Sean",L,FF,205.0,93.0,-5.88,15.95,12.989999999999998,6.34,9.818,4.79
663,"Hader, Josh",L,FF,593.0,96.4,-9.78,17.42,-9.950999999999999,-1.68,2.553,0.43
664,"Hand, Brad",L,FF,434.0,92.9,-11.9,15.24,16.858,3.8799999999999994,33.481,7.71
665,"Happ, J.A.",L,FF,1442.0,91.0,-7.88,16.98,51.859,3.6,57.07800000000001,3.96
666,"Hardy, Blaine",L,FF,1.0,90.4,-8.52,19.8,-0.149,-14.9,-0.024,-2.4
667,"Hartman, Ryan",L,FF,29.0,89.4,-7.34,16.85,1.415,4.880000000000001,1.754,6.05
668,"Heaney, Andrew",L,FF,1336.0,92.0,-15.34,15.18,31.513,2.36,56.531,4.23
669,"Hearn, Taylor",L,FF,776.0,95.1,-6.27,16.72,16.147000000000002,2.08,28.068,3.6199999999999997
670,"Hentges, Sam",L,FF,522.0,94.6,-6.32,14.88,50.348,9.65,47.224,9.05
671,"Hernandez, Darwinzon",L,FF,540.0,94.8,-4.81,13.14,20.986,3.8899999999999997,34.713,6.43
672,"Hill, Rich",L,FF,1176.0,88.1,-9.22,19.32,55.89,4.75,70.799,6.02
673,"Hill, Tim",L,FF,447.0,92.0,-18.94,4.38,-1.721,-0.39,15.143,3.39
674,"Holland, Derek",L,FF,82.0,92.8,-11.91,15.1,7.669999999999999,9.35,5.723,6.98
675,"Howard, Sam",L,FF,366.0,93.4,-9.82,17.88,15.114,4.13,11.754999999999999,3.2099999999999995
676,"Irvin, Cole",L,FF,1091.0,90.8,-8.18,16.58,32.662,2.99,51.565,4.73
677,"Jones, Damon",L,FF,9.0,94.1,0.63,12.09,1.593,17.7,1.34,14.889999999999999
678,"Kay, Anthony",L,FF,379.0,94.5,-5.81,15.26,21.312,5.62,20.256,5.34
679,"Kazmir, Scott",L,FF,112.0,92.4,-11.23,16.18,6.232,5.56,10.564000000000002,9.429999999999998
680,"Kershaw, Clayton",L,FF,661.0,90.6,0.53,19.35,33.938,5.13,42.458999999999996,6.42
681,"Keuchel, Dallas",L,FF,59.0,89.0,-5.21,14.47,0.739,1.25,3.5439999999999996,6.01
682,"Kickham, Mike",L,FF,2.0,88.6,-11.34,10.32,-0.003,-0.15,0.041999999999999996,2.1
683,"Kikuchi, Yusei",L,FF,912.0,95.1,-10.17,16.3,5.111,0.56,14.519,1.59
684,"Kim, Kwang Hyun",L,FF,729.0,89.1,-0.72,15.64,35.8,4.91,44.816,6.15
685,"Kolarek, Adam",L,FF,2.0,88.6,-13.62,11.7,1.782,89.1,1.413,70.65
686,"Krol, Ian",L,FF,66.0,93.7,-8.76,16.66,-1.5410000000000001,-2.33,-0.38400000000000006,-0.58
687,"Latz, Jake",L,FF,41.0,92.8,-6.22,18.07,0.2499999999999996,0.61,0.9249999999999999,2.26
688,"Lauer, Eric",L,FF,827.0,92.5,-10.25,17.1,7.832000000000001,0.95,16.67,2.02
689,"LeBlanc, Wade",L,FF,119.0,87.5,-7.8,15.85,3.6880000000000006,3.1,9.025,7.58
690,"Lee, Dylan",L,FF,12.0,93.4,-6.08,18.78,1.768,14.729999999999999,1.548,12.9
691,"Lester, Jon",L,FF,740.0,88.7,-4.99,14.76,41.013,5.540000000000001,44.277,5.980000000000001
692,"Lobstein, Kyle",L,FF,10.0,91.9,-12.74,11.68,1.579,15.789999999999997,0.715,7.15
693,"Long, Sam",L,FF,309.0,92.6,-7.07,17.93,15.098,4.89,15.31,4.95
694,"Lovelady, Richard",L,FF,101.0,93.1,-6.29,13.74,3.875,3.84,7.7330000000000005,7.659999999999999
695,"Lowther, Zac",L,FF,309.0,90.7,-12.14,15.89,16.315,5.28,19.079,6.17
696,"Luetge, Lucas",L,FF,1.0,90.3,-1.2,10.8,0.001,0.1,0.003,0.3
697,"Luzardo, Jesús",L,FF,427.0,95.9,-12.81,15.49,26.207,6.14,30.996,7.26
698,"Lynch, Daniel",L,FF,512.0,93.8,-7.32,15.18,35.029,6.84,31.316,6.12
699,"Mantiply, Joe",L,FF,45.0,91.4,-12.58,12.07,1.3679999999999999,3.04,0.9990000000000001,2.22
700,"Margevicius, Nick",L,FF,182.0,89.6,-5.36,19.29,2.589,1.42,5.848,3.21
701,"Martin, Brett",L,FF,221.0,93.6,-5.82,15.1,13.886000000000001,6.28,14.767,6.68
702,"Matzek, Tyler",L,FF,753.0,96.0,-4.87,17.97,16.73,2.22,13.98,1.86
703,"Mayza, Tim",L,FF,2.0,92.2,-9.36,15.48,-0.153,-7.65,-0.022000000000000006,-1.1
704,"McClanahan, Shane",L,FF,797.0,96.4,-10.48,16.29,50.467999999999996,6.33,53.735,6.739999999999999
705,"McGee, Jake",L,FF,781.0,94.9,-11.49,15.43,8.386999999999999,1.07,16.098,2.06
706,"Means, John",L,FF,1117.0,92.8,-6.66,20.08,19.450999999999997,1.74,35.593,3.19
707,"Menez, Conner",L,FF,82.0,91.0,-5.56,17.05,-0.48499999999999993,-0.59,4.351,5.31
708,"Miley, Wade",L,FF,423.0,89.9,-2.78,16.63,3.959999999999999,0.9400000000000001,19.947,4.72
709,"Miller, Andrew",L,FF,101.0,87.9,-8.3,12.5,7.743,7.67,12.885,12.76
710,"Milone, Tommy",L,FF,75.0,84.2,-7.84,19.38,9.597999999999999,12.8,11.186,14.91
711,"Minor, Mike",L,FF,1117.0,90.9,-1.93,14.67,41.493,3.7099999999999995,65.077,5.83
712,"Minter, A.J.",L,FF,370.0,96.1,-6.26,16.66,5.311,1.44,6.720000000000001,1.8199999999999998
713,"Misiewicz, Anthony",L,FF,315.0,94.3,-8.57,16.04,7.412999999999999,2.35,14.728,4.68
714,"Montgomery, Jordan",L,FF,416.0,92.6,-7.43,16.65,-0.9850000000000002,-0.24000000000000002,9.203,2.21
715,"Moore, Matt",L,FF,713.0,92.4,-12.81,15.34,46.735,6.55,52.78,7.3999999999999995
716,"Moran, Jovani",L,FF,85.0,92.5,-2.74,15.89,7.992999999999999,9.4,6.847,8.06
717,"Morejon, Adrian",L,FF,29.0,96.3,-7.56,17.2,2.2720000000000002,7.83,2.124,7.32
718,"Morgan, Adam",L,FF,62.0,93.0,-11.16,13.18,2.4330000000000003,3.92,2.8080000000000003,4.53
719,"Morimando, Shawn",L,FF,65.0,91.1,-8.7,15.51,7.618,11.72,4.809,7.4
720,"Muller, Kyle",L,FF,280.0,93.4,-6.5,15.1,9.21,3.29,15.661999999999999,5.59
721,"Naughton, Packy",L,FF,124.0,90.5,-8.12,14.76,6.6450000000000005,5.36,4.28,3.45
722,"Nelson, Kyle",L,FF,31.0,92.9,-5.9,15.53,4.367,14.09,3.7950000000000004,12.24
723,"Newcomb, Sean",L,FF,387.0,95.6,-5.06,16.21,21.735000000000003,5.62,22.799,5.89
724,"Nolin, Sean",L,FF,228.0,90.7,-8.31,16.46,15.238000000000001,6.68,15.431000000000001,6.77
725,"Norris, Daniel",L,FF,468.0,92.7,-6.49,16.35,20.621000000000002,4.41,23.645,5.05
726,"Núñez, Darien",L,FF,58.0,94.1,-6.73,17.04,3.102,5.35,3.657,6.31
727,"Okert, Steven",L,FF,185.0,92.2,-9.75,14.17,7.827000000000001,4.23,10.586,5.720000000000001
728,"Osich, Josh",L,FF,8.0,93.8,-4.98,10.65,-0.1940000000000001,-2.43,0.17799999999999994,2.22
729,"Paxton, James",L,FF,16.0,94.1,-12.1,17.88,-0.05699999999999992,-0.36,0.464,2.9
730,"Peralta, Wandy",L,FF,117.0,95.6,-10.72,15.12,5.6290000000000004,4.81,7.5649999999999995,6.47
731,"Perdomo, Angel",L,FF,230.0,94.3,-4.86,17.3,5.387000000000001,2.34,6.211,2.7
732,"Perez, Francisco",L,FF,70.0,92.8,-7.46,18.47,4.065,5.81,4.73,6.76
733,"Peters, Dillon",L,FF,155.0,90.8,-3.67,16.19,4.813,3.11,5.363,3.4599999999999995
734,"Peterson, David",L,FF,326.0,92.7,-10.29,14.91,10.886999999999999,3.34,23.709,7.27
735,"Pomeranz, Drew",L,FF,324.0,93.9,-2.32,18.87,9.767000000000001,3.01,19.163,5.91
736,"Price, David",L,FF,211.0,92.9,-8.94,12.85,2.0210000000000004,0.96,11.690999999999999,5.54
737,"Puk, A.J.",L,FF,98.0,95.4,-8.52,13.8,5.014,5.12,4.912,5.01
738,"Pérez, Cionel",L,FF,289.0,96.0,-4.42,15.28,19.693,6.81,20.98,7.26
739,"Pérez, Martín",L,FF,238.0,93.4,-11.06,15.66,2.8289999999999997,1.19,10.101,4.24
740,"Pérez, Oliver",L,FF,12.0,88.9,-12.57,15.48,1.273,10.61,1.524,12.699999999999998
741,"Quijada, José",L,FF,366.0,93.6,-6.56,15.36,0.18700000000000055,0.05,5.304,1.4499999999999997
742,"Quintana, José",L,FF,505.0,91.5,-3.58,16.65,16.568,3.28,24.629,4.88
743,"Raley, Brooks",L,FF,63.0,90.9,-7.01,14.95,2.953,4.69,4.992,7.92
744,"Ramirez, Nick",L,FF,8.0,89.1,-10.94,10.96,0.9740000000000002,12.18,1.1600000000000001,14.5
745,"Ray, Robbie",L,FF,1864.0,94.8,-8.18,17.13,51.29,2.75,60.573,3.25
746,"Reed, Cody",L,FF,10.0,92.0,-13.48,14.62,2.042,20.42,1.782,17.82
747,"Rodriguez, Eduardo",L,FF,1085.0,92.6,-7.27,14.71,20.849,1.92,25.743,2.37
748,"Rodríguez, Joely",L,FF,134.0,94.0,-12.66,11.54,9.027000000000001,6.74,14.458,10.79
749,"Rodón, Carlos",L,FF,1302.0,95.4,-7.94,17.55,21.245,1.63,40.369,3.1
750,"Rogers, Josh",L,FF,274.0,90.5,-11.53,15.58,20.56,7.5,21.909,8.0
751,"Rogers, Trevor",L,FF,1249.0,94.5,-11.07,14.8,32.659,2.61,37.349,2.99
752,"Romero, JoJo",L,FF,60.0,94.7,-8.77,14.1,3.488,5.81,4.606,7.679999999999999
753,"Rosscup, Zac",L,FF,15.0,90.7,-6.82,17.64,1.742,11.609999999999998,2.179,14.53
754,"Ryan, Kyle",L,FF,55.0,88.6,-3.92,11.51,2.968,5.4,6.84,12.44
755,"Ryu, Hyun Jin",L,FF,964.0,89.9,-12.02,12.98,37.926,3.93,56.477,5.86
756,"Sale, Chris",L,FF,350.0,93.6,-13.21,12.08,5.138,1.47,8.543,2.44
757,"Sandoval, Patrick",L,FF,349.0,93.3,-2.75,16.47,19.2,5.5,22.759,6.5200000000000005
758,"Sanmartin, Reiver",L,FF,51.0,89.5,-13.58,12.24,-1.611,-3.16,1.782,3.49
759,"Santiago, Héctor",L,FF,321.0,90.9,-11.95,15.38,2.3170000000000006,0.72,7.841000000000001,2.44
760,"Saucedo, Tayler",L,FF,45.0,93.6,-8.31,14.73,7.676,17.06,3.6169999999999995,8.04
761,"Scott, Tanner",L,FF,469.0,96.8,-4.43,15.58,16.757,3.57,23.933,5.1
762,"Selman, Sam",L,FF,270.0,90.9,-4.55,15.25,2.4930000000000003,0.92,9.136000000000001,3.38
763,"Sheffield, Justus",L,FF,10.0,93.5,-6.62,11.52,-0.32199999999999984,-3.22,-0.066,-0.66
764,"Shreve, Chasen",L,FF,376.0,91.6,-9.32,17.19,17.844,4.75,15.663000000000002,4.17
765,"Skubal, Tarik",L,FF,1090.0,94.3,-8.27,16.14,54.244,4.98,73.155,6.71
766,"Smeltzer, Devin",L,FF,21.0,85.5,-9.64,17.38,-0.934,-4.45,0.609,2.9
767,"Smith, Caleb",L,FF,994.0,91.4,-11.51,18.05,39.177,3.94,50.459,5.08
768,"Smith, Will",L,FF,510.0,92.8,-7.12,17.34,29.392,5.76,33.699,6.61
769,"Smyly, Drew",L,FF,998.0,92.1,-6.81,18.13,57.618,5.769999999999999,67.849,6.8
770,"Snead, Kirby",L,FF,19.0,93.6,-14.77,13.19,-1.7380000000000002,-9.15,-0.166,-0.8700000000000001
771,"Snell, Blake",L,FF,1230.0,95.1,-5.75,18.82,40.928000000000004,3.33,45.536,3.7
772,"Soto, Gregory",L,FF,83.0,98.3,-8.82,14.44,-3.2340000000000004,-3.9,-3.2299999999999995,-3.89
773,"Speier, Gabe",L,FF,26.0,93.9,-9.57,12.62,1.7980000000000003,6.92,1.896,7.29
774,"Springs, Jeffrey",L,FF,315.0,93.4,-10.93,18.05,3.0189999999999997,0.96,8.918,2.83
775,"Steele, Justin",L,FF,436.0,93.1,-2.05,15.37,28.137,6.450000000000001,34.079,7.82
776,"Strahm, Matt",L,FF,63.0,93.1,-12.77,13.26,4.069999999999999,6.46,2.899,4.6
777,"Suarez, José",L,FF,644.0,92.9,-9.11,14.84,27.869999999999997,4.33,29.308999999999997,4.55
778,"Suter, Brent",L,FF,880.0,87.3,3.62,11.79,26.774000000000004,3.0399999999999996,52.57,5.97
779,"Suárez, Ranger",L,FF,363.0,93.7,-7.39,12.17,1.8339999999999992,0.51,14.125999999999998,3.8899999999999997
780,"Szapucki, Thomas",L,FF,53.0,90.7,-7.29,12.62,7.273000000000001,13.720000000000002,6.445,12.16
781,"Tarpley, Stephen",L,FF,2.0,91.2,-7.32,17.16,1.5670000000000002,78.35,1.096,54.8
782,"Taylor, Blake",L,FF,542.0,93.1,2.94,15.65,16.828,3.1,29.245,5.4
783,"Taylor, Josh",L,FF,291.0,94.6,-3.74,15.99,19.391000000000002,6.66,15.355,5.28
784,"Thielbar, Caleb",L,FF,542.0,91.3,-2.74,19.29,6.1610000000000005,1.14,13.369,2.47
785,"Thorpe, Lewis",L,FF,114.0,89.1,-7.94,17.08,4.621,4.05,8.089,7.1
786,"Urías, Julio",L,FF,1330.0,94.1,-3.69,17.34,46.773,3.5200000000000005,62.513,4.7
787,"Valdez, Framber",L,FF,111.0,92.1,-5.14,9.91,20.220000000000002,18.22,16.473,14.84
788,"Vesia, Alex",L,FF,471.0,93.8,-6.76,19.68,8.956999999999999,1.9,10.286,2.18
789,"Waddell, Brandon",L,FF,100.0,92.5,-3.18,16.36,4.477,4.48,5.437,5.44
790,"Watson, Tony",L,FF,214.0,92.5,-14.31,10.31,2.455,1.15,5.931,2.77
791,"Weathers, Ryan",L,FF,696.0,94.0,-11.57,14.1,40.705999999999996,5.85,50.305,7.2299999999999995
792,"Webb, Tyler",L,FF,152.0,90.6,-2.3,17.73,7.9030000000000005,5.2,12.189,8.02
793,"Wells, Alexander",L,FF,383.0,88.5,-7.94,18.41,18.963,4.95,32.801,8.56
794,"Wieck, Brad",L,FF,247.0,92.6,-4.08,18.76,3.3440000000000003,1.35,6.685,2.71
795,"Wilson, Justin",L,FF,353.0,93.5,-6.37,19.18,18.129,5.14,18.383,5.21
796,"Yang, Hyeon-Jong",L,FF,271.0,89.9,-1.57,17.67,17.793,6.57,17.701,6.53
797,"Yarbrough, Ryan",L,FF,8.0,84.3,-8.88,6.64,0.0,0.0,0.616,7.7
798,"Young, Alex",L,FF,141.0,91.3,-8.42,14.73,14.083,9.99,11.291,8.01
799,"Zamora, Daniel",L,FF,14.0,89.6,-3.63,11.93,0.18000000000000002,1.2900000000000003,1.059,7.56
800,"Zerpa, Angel",L,FF,36.0,94.2,-8.37,13.81,-0.02200000000000012,-0.060000000000000005,2.388,6.63
801,"Zimmermann, Bruce",L,FF,463.0,91.4,-6.31,16.22,35.319,7.63,32.266,6.969999999999999
802,"Álvarez, José",L,FF,119.0,91.3,-10.56,15.76,1.774,1.49,3.472,2.9200000000000004
803,"Alcántara, Sergio",R,FC,1.0,85.9,7.2,15.48,0.001,0.1,0.028,2.8
804,"Alzolay, Adbert",R,FC,129.0,90.2,-3.51,6.88,7.367,5.71,4.671,3.62
805,"Anderson, Chase",R,FC,191.0,86.6,-3.88,8.05,6.066,3.18,10.0,5.24
806,"Anderson, Tanner",R,FC,7.0,87.8,0.51,7.58,0.41999999999999993,6.0,1.089,15.56
807,"Andriese, Matt",R,FC,44.0,85.8,-2.46,3.05,4.4959999999999996,10.22,4.2219999999999995,9.6
808,"Arihara, Kohei",R,FC,89.0,87.1,0.51,9.15,10.571,11.880000000000003,10.115,11.37
809,"Armstrong, Shawn",R,FC,221.0,89.3,-7.4,4.57,14.189000000000002,6.42,8.953,4.05
810,"Baker, Bryan",R,FC,5.0,88.0,-5.64,2.88,0.3259999999999999,6.519999999999999,0.517,10.34
811,"Barnes, Jacob",R,FC,217.0,88.6,-5.46,6.8,5.9719999999999995,2.75,7.901999999999999,3.64
812,"Bassitt, Chris",R,FC,436.0,88.8,-0.75,9.41,21.286,4.88,19.041999999999998,4.37
813,"Bauer, Trevor",R,FC,372.0,85.3,-5.11,0.46,15.22,4.09,19.761,5.31
814,"Bettinger, Alec",R,FC,19.0,88.2,-3.41,7.41,0.39999999999999997,2.11,0.685,3.6100000000000003
815,"Bieber, Shane",R,FC,49.0,88.2,-1.29,10.34,3.3259999999999996,6.789999999999999,2.934999999999999,5.99
816,"Bielak, Brandon",R,FC,44.0,90.0,-2.53,8.18,2.216,5.04,2.811,6.39
817,"Blackburn, Paul",R,FC,174.0,87.0,-5.59,4.9,10.569,6.07,8.089,4.65
818,"Brewer, Colten",R,FC,17.0,93.9,-1.69,10.14,4.209,24.76,2.6020000000000003,15.309999999999999
819,"Brogdon, Connor",R,FC,177.0,88.6,-0.8,12.74,2.942,1.66,6.573,3.71
820,"Buehler, Walker",R,FC,514.0,91.6,-5.97,8.29,19.494,3.79,27.057,5.26
821,"Burnes, Corbin",R,FC,1354.0,95.2,-4.19,11.17,37.77,2.79,42.18,3.1200000000000006
822,"Burr, Ryan",R,FC,238.0,86.7,-4.79,-1.13,-0.817,-0.34,5.638,2.37
823,"Cahill, Trevor",R,FC,123.0,85.2,0.35,5.9,3.1560000000000006,2.57,9.611,7.81
824,"Castro, Kervin",R,FC,1.0,93.1,-3.48,14.4,-0.004,-0.4,0.113,11.3
825,"Chatwood, Tyler",R,FC,214.0,88.9,-4.79,0.59,-2.8360000000000003,-1.33,0.022000000000000023,0.01
826,"Chavez, Jesse",R,FC,218.0,89.1,1.33,12.52,1.0710000000000002,0.49,6.787,3.11
827,"Civale, Aaron",R,FC,476.0,87.7,-5.53,6.19,9.216000000000001,1.94,19.610000000000003,4.12
828,"Clase, Emmanuel",R,FC,722.0,100.2,-2.73,10.66,18.149,2.51,34.314,4.75
829,"Cole, A.J.",R,FC,22.0,89.6,0.27,10.38,1.635,7.429999999999999,1.9700000000000002,8.95
830,"Colomé, Alex",R,FC,777.0,89.5,-2.44,7.36,15.21,1.9600000000000002,20.999,2.7
831,"Cotton, Jharel",R,FC,7.0,86.5,0.39,10.41,2.25,32.14,1.5290000000000001,21.84
832,"Crawford, Kutter",R,FC,15.0,88.1,-6.84,5.58,0.5800000000000001,3.87,0.14999999999999997,1.0
833,"Curtiss, John",R,FC,5.0,91.8,0.36,9.14,0.30299999999999994,6.06,0.307,6.14
834,"Darvish, Yu",R,FC,940.0,86.6,-4.94,1.93,76.022,8.09,71.41,7.6
835,"Davies, Zach",R,FC,194.0,86.6,4.84,12.78,9.906,5.11,11.862,6.11
836,"Davis, Wade",R,FC,243.0,88.6,-4.97,6.41,12.518,5.15,14.464,5.95
837,"Dunning, Dane",R,FC,152.0,85.8,-2.19,6.36,10.378,6.830000000000001,10.315,6.789999999999999
838,"Edwards Jr., Carl",R,FC,1.0,92.7,-4.08,10.68,0.857,85.7,0.546,54.6
839,"Eovaldi, Nathan",R,FC,367.0,92.5,-0.51,11.59,23.976999999999997,6.53,24.851,6.77
840,"Evans, Demarcus",R,FC,130.0,85.9,-6.52,10.7,3.291,2.53,8.801,6.77
841,"Fedde, Erick",R,FC,554.0,89.4,-3.13,6.51,5.7669999999999995,1.04,9.747,1.76
842,"Feltner, Ryan",R,FC,1.0,90.6,-3.72,7.92,-0.004,-0.4,0.064,6.4
843,"Flexen, Chris",R,FC,825.0,89.1,-4.97,7.38,50.437000000000005,6.11,63.454,7.69
844,"Foster, Matt",R,FC,25.0,90.5,-2.49,14.64,4.413,17.65,2.894,11.58
