,player_name,p_throws,pitch_type,n_pitches,velo,pfx_x,pfx_z,RV,RV/100,xRV,xRV/100
1535,"Young, Alex",L,SI,226.0,89.6,-13.54,6.38,14.636000000000001,6.48,18.26,8.08
1536,"Zerpa, Angel",L,SI,9.0,93.5,-13.35,9.81,2.071,23.01,1.158,12.87
1537,"Álvarez, José",L,SI,430.0,91.2,-16.81,9.89,8.949,2.08,15.924,3.7
1538,"Abbott, Cory",R,SL,63.0,87.7,6.65,3.5,4.49,7.13,7.678,12.19
1539,"Abreu, Albert",R,SL,224.0,87.3,-2.83,3.52,1.4940000000000002,0.67,0.9419999999999996,0.42
1540,"Abreu, Bryan",R,SL,256.0,88.9,-3.75,-2.19,7.472,2.92,3.173,1.24
1541,"Acevedo, Domingo",R,SL,49.0,85.1,5.61,7.29,-2.845,-5.81,0.8310000000000001,1.7
1542,"Adam, Jason",R,SL,39.0,82.4,-6.73,-6.24,-2.299,-5.89,0.44100000000000006,1.13
1543,"Adams, Austin",R,SL,837.0,86.9,-9.98,0.79,19.143,2.29,24.612,2.9399999999999995
1544,"Adon, Joan",R,SL,37.0,82.6,-1.6,-5.01,-1.9949999999999999,-5.39,-0.537,-1.45
1545,"Alaniz, R.J.",R,SL,17.0,83.7,-8.32,-3.52,-1.046,-6.15,-0.23399999999999999,-1.38
1546,"Alcala, Jorge",R,SL,354.0,89.7,-3.03,4.64,0.5129999999999998,0.14,7.2139999999999995,2.04
1547,"Alcantara, Sandy",R,SL,745.0,90.4,1.3,3.41,10.594999999999999,1.4199999999999997,18.755,2.52
1548,"Alexy, A.J.",R,SL,82.0,80.9,-7.73,-1.71,3.89,4.74,2.596,3.17
1549,"Almonte, Yency",R,SL,355.0,83.7,-7.47,1.32,9.68,2.73,7.88,2.22
1550,"Altavilla, Dan",R,SL,11.0,90.0,-0.45,6.48,0.9130000000000001,8.3,1.145,10.41
1551,"Alzolay, Adbert",R,SL,777.0,86.2,-7.34,3.11,-0.7269999999999991,-0.09,6.918,0.89
1552,"Anderson, Drew",R,SL,71.0,83.9,-3.55,1.67,1.6279999999999994,2.29,2.002,2.82
1553,"Anderson, Shaun",R,SL,265.0,86.8,-6.92,1.3,18.118,6.84,12.565,4.74
1554,"Anderson, Tanner",R,SL,15.0,83.2,-2.78,-0.42,-0.00899999999999998,-0.05999999999999999,0.05600000000000001,0.37
1555,"Antone, Tejay",R,SL,178.0,83.6,-11.94,-1.51,0.06599999999999998,0.04,3.597,2.02
1556,"Araúz, Jonathan",R,SL,7.0,39.6,-5.54,23.43,1.0410000000000001,14.87,1.2690000000000001,18.13
1557,"Archer, Chris",R,SL,138.0,87.2,-5.36,3.18,1.1929999999999998,0.86,2.375,1.72
1558,"Arihara, Kohei",R,SL,120.0,81.8,-5.55,0.44,3.3909999999999996,2.83,5.976,4.98
1559,"Armstrong, Shawn",R,SL,78.0,85.5,-11.62,-2.39,5.35,6.86,2.939,3.77
1560,"Arrieta, Jake",R,SL,415.0,88.3,-3.41,6.76,19.118,4.61,22.475,5.420000000000001
1561,"Avila, Pedro",R,SL,9.0,81.4,-6.71,-4.71,0.10200000000000012,1.13,0.20200000000000004,2.24
1562,"Bard, Daniel",R,SL,557.0,87.1,-9.24,2.58,3.598,0.65,6.547,1.18
1563,"Barlow, Joe",R,SL,185.0,85.9,-2.8,7.93,-4.764,-2.58,1.802,0.97
1564,"Barlow, Scott",R,SL,566.0,85.0,-7.67,-1.17,9.120000000000001,1.61,9.696,1.71
1565,"Barraclough, Kyle",R,SL,120.0,77.2,-17.78,0.9,3.7670000000000003,3.14,3.0820000000000003,2.57
1566,"Barreda, Manny",R,SL,13.0,84.8,-6.26,2.53,1.12,8.62,0.9690000000000001,7.450000000000001
1567,"Barría, Jaime",R,SL,338.0,85.9,-2.22,6.27,20.661,6.110000000000001,21.739,6.429999999999999
1568,"Bass, Anthony",R,SL,477.0,85.9,-4.46,-2.82,-0.45400000000000046,-0.1,3.1229999999999993,0.65
1569,"Bassitt, Chris",R,SL,241.0,76.9,-15.51,0.76,-4.617000000000001,-1.92,4.2700000000000005,1.77
1570,"Bauer, Trevor",R,SL,311.0,80.8,-17.16,-2.34,-7.493000000000001,-2.41,-4.314,-1.39
1571,"Baumann, Mike",R,SL,65.0,89.5,-3.55,5.2,4.002,6.16,2.197,3.38
1572,"Baz, Shane",R,SL,42.0,86.6,-3.06,2.27,0.2779999999999999,0.66,-0.7590000000000001,-1.8099999999999998
1573,"Bazardo, Eduard",R,SL,33.0,82.4,-14.37,-1.08,-0.6779999999999999,-2.05,0.11000000000000001,0.33
1574,"Beasley, Jeremy",R,SL,49.0,82.8,-10.73,4.38,-0.76,-1.55,-0.508,-1.04
1575,"Bedrosian, Cam",R,SL,114.0,81.2,-3.42,-7.01,6.406,5.620000000000001,4.814,4.22
1576,"Bellatti, Andrew",R,SL,32.0,86.0,-5.67,4.54,0.24999999999999986,0.78,0.9849999999999999,3.08
1577,"Bender, Anthony",R,SL,450.0,84.6,-9.09,-2.38,1.7,0.38,3.036,0.67
1578,"Bettinger, Alec",R,SL,10.0,84.1,-7.66,0.78,5.287,52.86999999999999,1.9360000000000004,19.36
1579,"Biagini, Joe",R,SL,11.0,83.1,-3.47,-0.56,-0.18200000000000002,-1.65,0.7759999999999999,7.05
1580,"Bickford, Phil",R,SL,273.0,84.0,-6.25,1.08,1.8609999999999993,0.68,3.721,1.36
1581,"Bieber, Shane",R,SL,393.0,85.7,-2.07,1.29,-1.3970000000000011,-0.36,4.441999999999999,1.13
1582,"Bielak, Brandon",R,SL,141.0,83.0,-9.82,-0.12,4.5249999999999995,3.21,7.217,5.12
1583,"Blewett, Scott",R,SL,25.0,83.1,-2.53,2.47,-1.2269999999999999,-4.91,-0.8069999999999999,-3.23
1584,"Bolaños, Ronald",R,SL,30.0,86.3,-4.96,3.29,-0.6260000000000001,-2.09,0.042000000000000016,0.14
1585,"Bostick, Akeem",R,SL,1.0,78.9,-10.68,3.96,-0.016,-1.6,0.008,0.8
1586,"Boxberger, Brad",R,SL,247.0,88.0,-6.29,6.55,5.548,2.25,10.689,4.33
1587,"Brach, Brad",R,SL,75.0,83.6,-6.41,0.98,4.985,6.65,5.667,7.56
1588,"Brasier, Ryan",R,SL,51.0,86.0,-7.72,0.79,2.4659999999999997,4.84,1.88,3.69
1589,"Brebbia, John",R,SL,143.0,81.5,-8.06,1.64,11.456,8.01,6.266,4.38
1590,"Brennan, Brandon",R,SL,1.0,84.0,-0.36,4.08,-0.004,-0.4,-0.018,-1.8
1591,"Brewer, Colten",R,SL,7.0,87.1,-5.06,0.6,0.624,8.91,0.37299999999999994,5.33
1592,"Brubaker, JT",R,SL,665.0,87.2,-1.29,2.89,22.734,3.4199999999999995,22.868,3.44
1593,"Buehler, Walker",R,SL,433.0,84.9,-14.19,0.79,-4.295000000000002,-0.99,-5.211,-1.2
1594,"Bukauskas, J.B.",R,SL,120.0,86.1,-3.2,1.44,2.565,2.14,0.22199999999999992,0.18
1595,"Bundy, Dylan",R,SL,320.0,79.9,-4.43,-2.57,7.028999999999999,2.2,12.695,3.97
1596,"Burdi, Zack",R,SL,55.0,88.5,-4.28,4.04,2.117,3.85,1.862,3.39
1597,"Burnes, Corbin",R,SL,238.0,88.0,-7.56,-0.22,-4.0920000000000005,-1.72,-0.41200000000000014,-0.17
1598,"Burr, Ryan",R,SL,57.0,77.9,-7.53,-10.52,0.2779999999999999,0.49,2.6229999999999998,4.6
1599,"Burrows, Beau",R,SL,79.0,84.8,-2.58,3.94,6.555000000000001,8.3,1.7740000000000002,2.25
1600,"Bush, Matt",R,SL,20.0,86.1,-6.77,1.34,0.931,4.66,0.8270000000000002,4.14
1601,"Báez, Pedro",R,SL,5.0,83.8,-2.26,5.81,-0.201,-4.02,-0.032,-0.64
1602,"Cabrera, Edward",R,SL,102.0,87.6,-4.43,1.12,0.8110000000000003,0.8,0.928,0.91
1603,"Campbell, Paul",R,SL,136.0,87.6,-2.53,9.32,6.934,5.1,7.553000000000001,5.55
1604,"Canning, Griffin",R,SL,288.0,88.2,1.51,-0.08,9.092999999999998,3.16,10.8,3.75
1605,"Carlton, Drew",R,SL,21.0,79.0,-6.91,3.18,0.8729999999999999,4.16,1.315,6.260000000000001
1606,"Carrasco, Carlos",R,SL,179.0,87.7,-1.2,5.64,4.414000000000001,2.47,1.724,0.96
1607,"Castellani, Ryan",R,SL,28.0,83.1,-3.33,4.98,2.021,7.22,1.5250000000000001,5.45
1608,"Castellanos, Humberto",R,SL,47.0,86.9,-1.27,8.99,2.418,5.14,2.483,5.28
1609,"Castillo, Diego",R,SL,620.0,87.3,-1.33,4.44,-9.503,-1.53,2.359,0.38
1610,"Castillo, Luis",R,SL,548.0,86.4,-0.46,-0.34,-3.0420000000000007,-0.56,15.853,2.89
1611,"Castro, Anthony",R,SL,212.0,84.1,-12.61,-1.13,-0.5960000000000006,-0.28,1.9269999999999998,0.91
1612,"Castro, Miguel",R,SL,432.0,85.7,-11.45,0.9,-6.812,-1.58,2.3810000000000002,0.55
1613,"Cease, Dylan",R,SL,903.0,85.9,-6.92,-1.18,-6.900000000000001,-0.76,6.53,0.72
1614,"Cessa, Luis",R,SL,537.0,82.7,-3.3,-3.18,14.72,2.74,15.188,2.83
1615,"Chacín, Jhoulys",R,SL,208.0,88.2,-3.73,5.84,4.851,2.33,3.9750000000000005,1.91
1616,"Chargois, JT",R,SL,521.0,87.6,0.26,3.49,2.73,0.52,6.418,1.23
1617,"Chavez, Jesse",R,SL,55.0,82.6,-6.53,2.71,1.3769999999999998,2.5,-0.408,-0.7400000000000001
1618,"Cimber, Adam",R,SL,327.0,78.4,-6.2,4.83,2.6419999999999995,0.81,10.969,3.35
1619,"Cishek, Steve",R,SL,481.0,77.5,-16.53,-3.97,3.4699999999999998,0.72,11.155,2.32
1620,"Cisnero, José",R,SL,297.0,88.4,-4.26,4.88,9.172,3.09,9.043,3.04
1621,"Civale, Aaron",R,SL,231.0,83.4,-8.74,-1.84,7.044,3.05,9.891,4.28
1622,"Clarke, Taylor",R,SL,218.0,87.6,-2.09,4.11,-5.308,-2.43,-4.579,-2.1
1623,"Clase, Emmanuel",R,SL,310.0,91.9,-6.2,0.81,-12.41,-4.0,-3.749,-1.21
1624,"Clippard, Tyler",R,SL,10.0,83.0,-3.83,6.6,-0.36000000000000004,-3.6,0.061,0.61
1625,"Cody, Kyle",R,SL,77.0,83.6,-4.74,-6.58,-0.73,-0.9499999999999998,2.373,3.08
1626,"Cole, A.J.",R,SL,27.0,84.8,-1.62,5.2,-2.806,-10.39,-1.436,-5.32
1627,"Cole, Gerrit",R,SL,659.0,88.4,-5.34,0.49,-5.451,-0.8300000000000001,-6.074000000000001,-0.9199999999999999
1628,"Coleman, Dylan",R,SL,43.0,84.7,-9.22,1.88,-3.849,-8.95,-2.097,-4.88
1629,"Contreras, Roansy",R,SL,11.0,84.7,-2.18,-1.44,-0.5990000000000001,-5.45,-0.38799999999999996,-3.53
1630,"Coonrod, Sam",R,SL,132.0,90.1,-4.03,4.05,-1.6180000000000003,-1.23,1.262,0.96
1631,"Cotton, Jharel",R,SL,75.0,81.8,-9.35,0.27,-0.05500000000000018,-0.07,2.379,3.17
1632,"Cousins, Jake",R,SL,324.0,83.3,-8.47,0.39,-3.529,-1.09,7.6209999999999996,2.35
1633,"Crick, Kyle",R,SL,264.0,78.8,-21.52,-0.78,0.8229999999999996,0.31,2.545,0.96
1634,"Criswell, Cooper",R,SL,14.0,75.1,-16.71,3.03,0.9269999999999999,6.62,1.032,7.37
1635,"Crouse, Hans",R,SL,49.0,85.2,0.49,6.52,-0.45299999999999957,-0.9200000000000002,0.815,1.6599999999999997
1636,"Crowe, Wil",R,SL,535.0,85.3,-6.54,-0.19,12.263,2.29,2.7250000000000005,0.51
1637,"Cueto, Johnny",R,SL,427.0,84.4,-1.36,6.2,23.666,5.54,21.779,5.1
1638,"Curtiss, John",R,SL,343.0,87.6,-4.29,0.76,14.154,4.13,15.448999999999998,4.5
1639,"Darvish, Yu",R,SL,629.0,81.6,-16.27,-1.85,-2.8960000000000004,-0.4600000000000001,0.1830000000000002,0.030000000000000002
1640,"De Jong, Chase",R,SL,176.0,85.1,-3.74,-0.01,6.632999999999999,3.77,4.442,2.52
1641,"De León, José",R,SL,51.0,79.0,-15.33,0.0,0.03900000000000006,0.08,0.9119999999999999,1.79
1642,"De Los Santos, Enyel",R,SL,143.0,82.2,-1.48,0.02,1.4659999999999997,1.03,4.6049999999999995,3.22
1643,"DeSclafani, Anthony",R,SL,899.0,88.0,-4.13,4.61,16.352,1.82,18.858,2.1
1644,"Devenski, Chris",R,SL,25.0,77.6,-7.66,-0.6,-0.3630000000000001,-1.45,1.2289999999999999,4.92
1645,"Diaz, Miguel",R,SL,13.0,87.9,-2.74,4.98,-0.388,-2.98,-0.3,-2.31
1646,"Dickson, Brandon",R,SL,14.0,85.3,-0.87,-4.83,0.15600000000000014,1.11,0.628,4.49
1647,"Dobnak, Randy",R,SL,253.0,84.2,-1.89,-0.86,14.203,5.61,10.486,4.14
1648,"Dolis, Rafael",R,SL,139.0,86.4,-7.31,2.92,3.9240000000000004,2.82,6.085,4.38
1649,"Domínguez, Seranthony",R,SL,4.0,85.4,-7.5,0.39,-0.542,-13.55,-0.311,-7.78
1650,"Doval, Camilo",R,SL,264.0,86.5,-6.83,-1.87,-2.291000000000001,-0.87,0.6500000000000002,0.25
1651,"Drury, Brandon",R,SL,11.0,75.8,6.27,13.76,2.1300000000000003,19.36,2.637,23.969999999999995
1652,"Dugger, Robert",R,SL,96.0,80.7,-3.97,-1.74,3.1779999999999995,3.31,2.949,3.07
1653,"Dunn, Justin",R,SL,129.0,84.0,-7.05,-1.28,-7.317,-5.67,-4.591,-3.56
1654,"Dunning, Dane",R,SL,411.0,79.7,-4.64,-5.07,-5.125000000000001,-1.25,2.719,0.66
1655,"Duplantier, Jon",R,SL,37.0,84.0,-6.47,4.5,1.288,3.4799999999999995,0.7269999999999999,1.96
1656,"Díaz, Edwin",R,SL,378.0,90.6,-1.07,5.69,-0.0449999999999997,-0.01,14.721000000000002,3.89
1657,"Díaz, Yennsy",R,SL,34.0,85.3,-2.9,2.39,-3.6350000000000002,-10.69,-0.9460000000000001,-2.78
1658,"Effross, Scott",R,SL,69.0,80.5,-12.13,2.28,-1.166,-1.69,4.225,6.12
1659,"Eflin, Zach",R,SL,395.0,87.6,-1.87,9.06,15.258999999999999,3.8600000000000003,15.922,4.03
1660,"Eickhoff, Jerad",R,SL,102.0,82.5,-2.46,5.54,7.278,7.14,4.7669999999999995,4.67
1661,"Elledge, Seth",R,SL,66.0,82.9,-4.64,-6.9,5.5680000000000005,8.44,4.382,6.64
1662,"Ellis, Chris",R,SL,149.0,86.0,-3.32,-1.03,7.1080000000000005,4.77,4.514,3.03
1663,"Eovaldi, Nathan",R,SL,402.0,85.8,-6.05,1.97,15.154000000000002,3.77,10.972999999999999,2.73
1664,"Eshelman, Thomas",R,SL,118.0,77.8,-7.09,3.47,2.895,2.45,9.662999999999998,8.19
1665,"Espino, Paolo",R,SL,285.0,77.6,-18.05,2.16,7.305999999999998,2.56,11.081,3.89
1666,"Estévez, Carlos",R,SL,149.0,86.7,-5.14,0.13,5.382,3.61,2.388,1.6
1667,"Fairbanks, Pete",R,SL,320.0,85.6,-2.46,-5.14,12.396,3.87,19.406,6.06
1668,"Familia, Jeurys",R,SL,236.0,89.2,0.68,4.29,3.145,1.33,6.372,2.7
1669,"Faria, Jake",R,SL,48.0,84.7,-1.72,4.57,-1.482,-3.09,-0.977,-2.04
1670,"Farmer, Buck",R,SL,192.0,82.5,-2.02,0.7,2.7209999999999996,1.42,6.117999999999999,3.19
1671,"Farrell, Luke",R,SL,243.0,81.7,-2.84,-2.2,4.266,1.76,5.359,2.21
1672,"Feliz, Michael",R,SL,127.0,80.9,-7.0,2.17,-3.6149999999999998,-2.85,0.611,0.48
1673,"Feliz, Neftalí",R,SL,12.0,84.4,-5.0,3.89,0.18199999999999994,1.5200000000000002,0.41100000000000003,3.42
1674,"Feltner, Ryan",R,SL,41.0,81.3,-7.43,-2.46,2.158,5.26,0.7749999999999999,1.89
1675,"Fernández, Junior",R,SL,77.0,88.6,3.25,6.9,-1.729,-2.25,0.26799999999999996,0.35
1676,"Feyereisen, J.P.",R,SL,276.0,86.3,-5.62,1.38,2.4559999999999995,0.89,5.391,1.9499999999999997
1677,"Fiers, Mike",R,SL,38.0,83.4,-1.67,12.84,4.535,11.93,4.247,11.18
1678,"Finnegan, Kyle",R,SL,235.0,87.5,-4.11,6.98,0.4659999999999999,0.2,2.326,0.99
1679,"Flaherty, Jack",R,SL,381.0,83.7,-7.39,4.28,8.706,2.29,7.353,1.9299999999999997
1680,"Floro, Dylan",R,SL,141.0,87.2,-1.44,6.77,7.983999999999999,5.66,11.3,8.01
1681,"Foley, Jason",R,SL,49.0,85.8,-3.68,0.11,2.492,5.09,1.671,3.41
1682,"Foltynewicz, Mike",R,SL,529.0,83.2,-5.27,2.05,2.8810000000000002,0.54,2.375,0.45
1683,"Foster, Matt",R,SL,77.0,85.2,-3.61,4.39,-0.19300000000000012,-0.25,0.05400000000000001,0.07
1684,"Frankoff, Seth",R,SL,78.0,87.7,-3.3,6.78,7.13,9.14,6.6979999999999995,8.59
1685,"Freeman, Mike",R,SL,4.0,59.2,5.22,17.88,-0.339,-8.48,0.35800000000000004,8.95
1686,"Frías, Luis",R,SL,26.0,84.4,-2.88,-6.45,-0.5489999999999998,-2.11,0.14200000000000002,0.55
1687,"Fulmer, Michael",R,SL,472.0,91.2,-5.4,5.88,-0.7270000000000005,-0.15,9.207,1.95
1688,"Funkhouser, Kyle",R,SL,359.0,86.7,-3.95,1.83,4.889,1.36,0.9890000000000003,0.28
1689,"Gallegos, Giovanny",R,SL,526.0,85.6,-0.33,0.09,-6.215000000000001,-1.18,5.3950000000000005,1.03
1690,"Gallen, Zac",R,SL,179.0,86.1,-7.72,-0.08,7.63,4.26,2.028,1.13
1691,"Gant, John",R,SL,61.0,80.1,-2.33,-4.27,-1.0550000000000002,-1.73,0.965,1.58
1692,"Garcia, Bryan",R,SL,193.0,86.7,-4.38,4.13,3.753,1.9400000000000002,2.1100000000000003,1.09
1693,"Garcia, Luis",R,SL,309.0,79.9,-15.87,-2.8,-9.134,-2.96,-5.404,-1.75
1694,"García, Deivi",R,SL,31.0,81.7,-12.26,3.8,-1.329,-4.29,-0.25199999999999995,-0.81
1695,"García, Edgar",R,SL,113.0,86.4,-5.79,3.2,3.195,2.83,1.5230000000000001,1.35
1696,"García, Luis",R,SL,144.0,86.0,-4.76,-0.8,-5.637,-3.9099999999999997,-1.385,-0.9600000000000001
1697,"García, Robel",R,SL,2.0,74.1,8.04,15.06,-0.02,-1.0,0.145,7.25
1698,"García, Rony",R,SL,1.0,83.6,-6.96,1.08,0.001,0.1,-0.034,-3.4
1699,"García, Yimi",R,SL,281.0,90.4,-3.59,5.93,7.759,2.76,11.019,3.92
1700,"Garza Jr., Ralph",R,SL,151.0,76.7,-16.81,5.68,-5.128,-3.4,0.8380000000000001,0.55
1701,"Garza, Justin",R,SL,45.0,83.6,-5.21,-2.4,1.0659999999999998,2.37,-0.505,-1.12
1702,"Gausman, Kevin",R,SL,175.0,81.9,-2.02,1.05,4.008,2.29,5.071,2.9
1703,"Gibaut, Ian",R,SL,29.0,88.8,-4.97,3.77,-0.052000000000000046,-0.18,0.358,1.23
1704,"Gibson, Kyle",R,SL,462.0,83.5,-5.63,-0.87,-1.7160000000000004,-0.37,-0.48600000000000043,-0.11
1705,"Gil, Luis",R,SL,209.0,85.2,-8.1,2.18,-1.9209999999999994,-0.92,1.509,0.72
1706,"Gilbert, Logan",R,SL,507.0,83.4,-6.5,4.19,-7.075000000000002,-1.4,5.497,1.08
1707,"Ginkel, Kevin",R,SL,217.0,83.8,-4.16,-2.03,4.930999999999999,2.27,5.95,2.74
1708,"Giolito, Lucas",R,SL,638.0,85.6,-2.7,4.66,-7.151000000000001,-1.12,3.126,0.49
1709,"Givens, Mychal",R,SL,135.0,86.1,-6.06,3.6,6.614,4.9,6.168,4.57
1710,"Glasnow, Tyler",R,SL,431.0,87.5,-2.6,-4.15,2.91,0.68,15.999,3.71
1711,"Gonsolin, Tony",R,SL,256.0,86.8,-4.69,3.51,-2.364,-0.92,-1.084,-0.42
1712,"Gonzalez, Romy",R,SL,2.0,76.6,3.42,12.6,-0.169,-8.45,0.152,7.6
1713,"González, Chi Chi",R,SL,381.0,85.7,-3.38,2.9,29.723,7.799999999999999,20.313,5.33
1714,"Graterol, Brusdar",R,SL,164.0,88.1,-9.22,4.36,-0.7860000000000008,-0.48,1.539,0.94
1715,"Graveman, Kendall",R,SL,154.0,87.4,-5.82,0.24,-4.072,-2.64,-1.2610000000000001,-0.82
1716,"Gray, Jon",R,SL,966.0,86.7,-2.63,3.32,-1.4249999999999998,-0.15,7.036,0.73
1717,"Gray, Josiah",R,SL,243.0,85.6,-1.28,5.19,-3.6280000000000006,-1.49,3.772,1.55
1718,"Gray, Sonny",R,SL,345.0,82.0,-17.33,-5.74,-7.197,-2.09,-3.636,-1.05
1719,"Greene, Conner",R,SL,139.0,85.9,-3.0,3.61,6.404999999999999,4.61,2.874,2.07
1720,"Greene, Shane",R,SL,131.0,81.1,-14.33,5.15,-0.7050000000000001,-0.54,1.63,1.24
1721,"Greinke, Zack",R,SL,390.0,83.6,-7.88,2.96,9.401,2.41,7.786,2.0
1722,"Gsellman, Robert",R,SL,83.0,89.5,1.63,6.48,-0.261,-0.31,1.529,1.84
1723,"Guerra, Deolis",R,SL,154.0,84.1,-2.93,7.73,0.7249999999999999,0.47,4.875,3.17
1724,"Guerra, Javy",R,SL,57.0,88.1,-4.09,8.21,3.921,6.879999999999999,5.064,8.88
1725,"Guerra, Junior",R,SL,148.0,84.2,-6.19,0.81,-0.14499999999999974,-0.1,-1.153,-0.78
1726,"Guilmet, Preston",R,SL,3.0,77.6,-10.68,-9.32,-0.015,-0.5,0.151,5.03
1727,"Gustave, Jandel",R,SL,75.0,85.1,-8.25,-2.72,-4.196,-5.59,-1.456,-1.94
1728,"Gutierrez, Vladimir",R,SL,411.0,83.3,-9.38,2.22,12.239,2.98,2.022,0.49
1729,"Guzman, Jorge",R,SL,9.0,83.6,-2.84,0.93,-0.7400000000000001,-8.22,-0.237,-2.63
1730,"Hahn, Jesse",R,SL,9.0,84.9,-7.44,-3.8,1.411,15.68,0.093,1.03
1731,"Hammer, JD",R,SL,151.0,82.9,-4.21,-3.48,-1.1360000000000006,-0.75,1.65,1.09
1732,"Hanhold, Eric",R,SL,47.0,84.9,-8.54,-2.75,0.8889999999999997,1.89,1.397,2.97
1733,"Harper, Ryne",R,SL,88.0,76.6,-10.62,1.83,2.2809999999999997,2.59,4.459,5.07
1734,"Hartlieb, Geoff",R,SL,94.0,84.8,-12.04,-3.79,-0.42199999999999993,-0.45000000000000007,-0.498,-0.53
1735,"Harvey, Hunter",R,SL,12.0,86.5,-3.03,1.43,-0.07800000000000004,-0.65,-0.19699999999999998,-1.64
1736,"Harvey, Matt",R,SL,431.0,86.9,-1.55,6.44,14.263,3.3100000000000005,9.508000000000001,2.21
1737,"Head, Louis",R,SL,254.0,82.3,-12.6,-2.62,-3.058,-1.2,-2.254,-0.89
1738,"Hembree, Heath",R,SL,512.0,86.5,-8.24,7.42,-3.034,-0.59,2.973,0.58
1739,"Hendriks, Liam",R,SL,235.0,89.0,-1.91,3.24,-15.552000000000001,-6.62,-10.134,-4.31
1740,"Hendrix, Ryan",R,SL,297.0,85.9,0.26,-2.02,1.255,0.42,3.839,1.29
1741,"Herget, Jimmy",R,SL,69.0,83.5,-2.13,6.46,5.735,8.31,9.042,13.1
1742,"Hernandez, Elieser",R,SL,282.0,79.3,-10.9,10.3,5.189,1.84,9.535,3.38
1743,"Hernández, Carlos",R,SL,233.0,85.3,-3.67,1.05,2.0619999999999994,0.88,6.265,2.69
1744,"Hess, David",R,SL,140.0,82.0,-6.46,-0.96,13.785,9.85,9.141,6.53
1745,"Heuer, Codi",R,SL,243.0,87.3,-2.71,5.47,-3.749,-1.54,0.661,0.27
1746,"Hicks, Jordan",R,SL,2.0,83.4,-7.02,-7.32,-0.345,-17.25,-0.037000000000000005,-1.85
1747,"Hildenberger, Trevor",R,SL,21.0,77.7,-17.89,5.94,0.7839999999999999,3.73,1.8940000000000001,9.02
1748,"Hoffman, Jeff",R,SL,292.0,82.0,-6.3,-3.94,-10.356,-3.55,-3.9820000000000007,-1.36
1749,"Holland, Greg",R,SL,482.0,85.7,-5.03,1.21,4.529999999999999,0.94,12.419,2.58
1750,"Holloway, Jordan",R,SL,272.0,85.4,-4.64,-1.01,1.0990000000000006,0.4,9.095,3.34
1751,"Holmes, Clay",R,SL,309.0,87.7,-2.53,-1.55,-4.640000000000001,-1.5,-0.21800000000000017,-0.07
1752,"Houck, Tanner",R,SL,425.0,84.4,-13.57,0.85,-10.235000000000003,-2.41,-7.913,-1.86
1753,"Houser, Adrian",R,SL,170.0,83.9,-5.8,3.09,4.405,2.59,4.25,2.5
1754,"Howard, Spencer",R,SL,50.0,79.4,-9.7,-2.01,0.7959999999999998,1.59,0.9730000000000001,1.95
1755,"Hoyt, James",R,SL,118.0,84.2,-0.68,1.69,3.835,3.25,2.432,2.06
1756,"Hudson, Dakota",R,SL,33.0,88.3,-1.39,6.56,0.0029999999999999194,0.01,0.3279999999999999,0.9900000000000001
1757,"Hudson, Daniel",R,SL,248.0,88.2,-2.26,4.61,-5.641,-2.27,-0.502,-0.2
1758,"Hutchison, Drew",R,SL,121.0,85.1,-5.08,-1.66,2.9050000000000002,2.4,2.293,1.9
1759,"Iglesias, Raisel",R,SL,322.0,85.1,-8.75,3.87,-0.514,-0.16,1.566,0.49
1760,"Ivey, Tyler",R,SL,15.0,79.8,-6.7,-2.59,-0.005999999999999922,-0.04,0.20900000000000002,1.39
1761,"Jackson, Andre",R,SL,25.0,86.1,-1.83,9.2,-0.732,-2.93,-0.385,-1.54
1762,"Jackson, Jay",R,SL,253.0,84.9,-7.01,0.77,6.234,2.46,5.669,2.24
1763,"Jackson, Luke",R,SL,562.0,87.5,-1.4,-5.61,-3.9620000000000006,-0.7,6.432,1.14
1764,"James, Josh",R,SL,18.0,85.2,-8.41,-0.93,0.47,2.61,0.04499999999999996,0.25
1765,"Jansen, Kenley",R,SL,163.0,82.0,-6.0,-6.28,-5.9590000000000005,-3.66,2.75,1.6899999999999997
1766,"Javier, Cristian",R,SL,481.0,81.0,-10.68,4.67,-15.157,-3.15,-5.006,-1.04
1767,"Jax, Griffin",R,SL,427.0,83.3,-11.11,-1.89,10.988000000000001,2.57,12.792,3.0
1768,"Jewell, Jake",R,SL,43.0,86.2,-1.94,-1.88,0.6029999999999998,1.4,0.9159999999999999,2.13
1769,"Jiménez, Joe",R,SL,285.0,84.5,-3.93,1.82,4.559,1.6,3.987,1.4
1770,"Jones, Nate",R,SL,112.0,87.2,-1.61,2.44,1.5529999999999995,1.39,0.447,0.4
1771,"Junis, Jakob",R,SL,249.0,82.8,-12.37,-0.12,-1.6909999999999994,-0.68,0.8000000000000002,0.32
1772,"Junk, Janson",R,SL,57.0,80.5,-15.58,0.35,-0.5150000000000001,-0.9,-0.43499999999999994,-0.76
1773,"Kaprielian, James",R,SL,353.0,85.3,-0.82,4.61,3.5529999999999995,1.01,10.362,2.94
1774,"Keller, Brad",R,SL,817.0,86.1,-6.06,-3.94,5.269,0.64,5.593999999999999,0.68
1775,"Keller, Mitch",R,SL,446.0,86.1,-3.2,0.5,12.788,2.87,2.3560000000000003,0.53
1776,"King, Michael",R,SL,155.0,87.9,-3.26,5.92,6.962,4.49,6.251,4.03
