,player_name,p_throws,pitch_type,FF_count,SI_count,FC_count,velo,pfx_x,pfx_z,arm_angle,release_extension,RV,RV/100,xRV,xRV/100,CU_count,SL_count,KC_count,CH_count,FS_count
993,"Treinen, Blake",R,FF,82.0,0.0,0.0,95.5,8.78,7.84,43.62,5.55,-5.864999999999999,-7.15,-2.292,-2.8,0.0,0.0,0.0,0.0,0.0
994,"Treinen, Blake",R,SI,0.0,297.0,0.0,95.5,8.78,7.84,43.62,5.55,23.308,7.85,26.465,8.91,0.0,0.0,0.0,0.0,0.0
995,"Trivino, Lou",R,FC,0.0,0.0,206.0,95.2,10.7,11.34,28.29,6.59,12.051,5.85,11.075,5.38,0.0,0.0,0.0,0.0,0.0
996,"Trivino, Lou",R,FF,292.0,0.0,0.0,95.2,10.7,11.34,28.29,6.59,3.26,1.12,9.239,3.16,0.0,0.0,0.0,0.0,0.0
997,"Trivino, Lou",R,SI,0.0,383.0,0.0,95.2,10.7,11.34,28.29,6.59,22.508000000000003,5.88,27.567000000000004,7.2,0.0,0.0,0.0,0.0,0.0
998,"Tropeano, Nick",R,FF,20.0,0.0,0.0,89.9,14.45,12.88,29.6,5.68,1.1580000000000001,5.79,1.608,8.04,0.0,0.0,0.0,0.0,0.0
999,"Tropeano, Nick",R,SI,0.0,34.0,0.0,89.9,14.45,12.88,29.6,5.68,6.341,18.65,5.268,15.49,0.0,0.0,0.0,0.0,0.0
1000,"Turnbull, Spencer",R,FC,0.0,0.0,23.0,94.2,7.71,10.45,28.75,6.33,-0.5619999999999999,-2.44,0.156,0.68,0.0,0.0,0.0,0.0,0.0
1001,"Turnbull, Spencer",R,FF,276.0,0.0,0.0,94.2,7.71,10.45,28.75,6.33,6.946,2.52,8.543000000000001,3.1,0.0,0.0,0.0,0.0,0.0
1002,"Turnbull, Spencer",R,SI,0.0,168.0,0.0,94.2,7.71,10.45,28.75,6.33,6.637,3.95,8.16,4.86,0.0,0.0,0.0,0.0,0.0
1003,"Tyler, Kyle",R,FF,119.0,0.0,0.0,91.0,-1.82,15.89,28.3,6.87,2.7430000000000003,2.31,6.314,5.31,0.0,0.0,0.0,0.0,0.0
1004,"Uceta, Edwin",R,FF,3.0,0.0,0.0,92.8,12.27,16.41,46.42,6.17,0.005000000000000001,0.17,0.011000000000000003,0.37,0.0,0.0,0.0,0.0,0.0
1005,"Uceta, Edwin",R,SI,0.0,157.0,0.0,92.8,12.27,16.41,46.42,6.17,9.963000000000001,6.35,9.425,6.0,0.0,0.0,0.0,0.0,0.0
1006,"Underwood Jr., Duane",R,FC,0.0,0.0,11.0,93.8,9.51,14.39,33.9,6.5,0.3009999999999999,2.74,0.511,4.65,0.0,0.0,0.0,0.0,0.0
1007,"Underwood Jr., Duane",R,FF,427.0,0.0,0.0,93.8,9.51,14.39,33.9,6.5,18.51,4.33,13.483,3.16,0.0,0.0,0.0,0.0,0.0
1008,"Underwood Jr., Duane",R,SI,0.0,116.0,0.0,93.8,9.51,14.39,33.9,6.5,17.264,14.88,13.366,11.52,0.0,0.0,0.0,0.0,0.0
1009,"Ureña, José",R,FF,278.0,0.0,0.0,93.9,14.1,8.95,32.46,6.33,17.468,6.28,15.702,5.65,0.0,0.0,0.0,0.0,0.0
1010,"Ureña, José",R,SI,0.0,799.0,0.0,93.9,14.1,8.95,32.46,6.33,67.98,8.51,65.468,8.19,0.0,0.0,0.0,0.0,0.0
1011,"Urquidy, José",R,FF,896.0,0.0,0.0,92.5,7.83,19.37,23.7,5.97,26.845,3.0,43.613,4.87,0.0,0.0,0.0,0.0,0.0
1012,"Valdez, César",R,FF,66.0,0.0,0.0,85.1,16.15,3.25,32.86,5.63,4.017,6.09,7.963,12.07,0.0,0.0,0.0,0.0,0.0
1013,"Valdez, César",R,SI,0.0,85.0,0.0,85.1,16.15,3.25,32.86,5.63,13.705999999999998,16.12,16.492,19.4,0.0,0.0,0.0,0.0,0.0
1014,"Valdez, Phillips",R,FF,4.0,0.0,0.0,92.7,18.1,5.35,36.27,6.96,0.6759999999999999,16.9,0.514,12.85,0.0,0.0,0.0,0.0,0.0
1015,"Valdez, Phillips",R,SI,0.0,272.0,0.0,92.7,18.1,5.35,36.27,6.96,15.945999999999998,5.86,21.441,7.880000000000001,0.0,0.0,0.0,0.0,0.0
1016,"Velasquez, Vince",R,FF,874.0,0.0,0.0,93.1,4.31,17.95,27.65,6.58,33.828,3.87,38.053,4.35,0.0,0.0,0.0,0.0,0.0
1017,"Velasquez, Vince",R,SI,0.0,74.0,0.0,93.1,4.31,17.95,27.65,6.58,4.367,5.9,4.353999999999999,5.88,0.0,0.0,0.0,0.0,0.0
1018,"Vest, Will",R,FF,341.0,0.0,0.0,93.5,11.29,14.36,38.9,5.96,12.068,3.5400000000000005,18.696,5.48,0.0,0.0,0.0,0.0,0.0
1019,"Vincent, Nick",R,FC,0.0,0.0,74.0,87.8,-0.16,12.64,43.34,5.98,1.1410000000000002,1.54,3.4840000000000004,4.71,0.0,0.0,0.0,0.0,0.0
1020,"Vincent, Nick",R,FF,87.0,0.0,0.0,87.8,-0.16,12.64,43.34,5.98,0.8750000000000002,1.01,3.4459999999999997,3.96,0.0,0.0,0.0,0.0,0.0
1021,"Vincent, Nick",R,SI,0.0,2.0,0.0,87.8,-0.16,12.64,43.34,5.98,-0.179,-8.95,-0.09899999999999998,-4.95,0.0,0.0,0.0,0.0,0.0
1022,"Voth, Austin",R,FC,0.0,0.0,139.0,93.4,3.64,15.41,39.3,6.21,0.27600000000000013,0.2,-0.18699999999999994,-0.13,0.0,0.0,0.0,0.0,0.0
1023,"Voth, Austin",R,FF,607.0,0.0,0.0,93.4,3.64,15.41,39.3,6.21,22.722,3.7399999999999998,21.464,3.54,0.0,0.0,0.0,0.0,0.0
1024,"Wacha, Michael",R,FC,0.0,0.0,489.0,92.0,3.66,15.02,27.16,6.79,43.613,8.92,44.844,9.17,0.0,0.0,0.0,0.0,0.0
1025,"Wacha, Michael",R,FF,712.0,0.0,0.0,92.0,3.66,15.02,27.16,6.79,21.881,3.07,33.315,4.68,0.0,0.0,0.0,0.0,0.0
1026,"Wacha, Michael",R,SI,0.0,66.0,0.0,92.0,3.66,15.02,27.16,6.79,4.4479999999999995,6.74,4.885,7.400000000000001,0.0,0.0,0.0,0.0,0.0
1027,"Wade, Konner",R,FC,0.0,0.0,76.0,88.8,9.91,9.32,28.53,5.38,0.6709999999999998,0.88,4.464,5.87,0.0,0.0,0.0,0.0,0.0
1028,"Wade, Konner",R,SI,0.0,82.0,0.0,88.8,9.91,9.32,28.53,5.38,12.785,15.589999999999998,12.593,15.360000000000001,0.0,0.0,0.0,0.0,0.0
1029,"Wainwright, Adam",R,FC,0.0,0.0,672.0,87.5,3.98,10.5,22.45,6.54,36.79699999999999,5.48,40.582,6.04,0.0,0.0,0.0,0.0,0.0
1030,"Wainwright, Adam",R,FF,287.0,0.0,0.0,87.5,3.98,10.5,22.45,6.54,-0.1350000000000002,-0.05,7.174,2.5,0.0,0.0,0.0,0.0,0.0
1031,"Wainwright, Adam",R,SI,0.0,860.0,0.0,87.5,3.98,10.5,22.45,6.54,11.417000000000003,1.33,33.285,3.8699999999999997,0.0,0.0,0.0,0.0,0.0
1032,"Walker, Taijuan",R,FF,901.0,0.0,0.0,94.2,11.78,15.69,30.75,6.05,18.21,2.02,31.776999999999997,3.53,0.0,0.0,0.0,0.0,0.0
1033,"Walker, Taijuan",R,SI,0.0,550.0,0.0,94.2,11.78,15.69,30.75,6.05,27.144999999999996,4.94,46.486000000000004,8.45,0.0,0.0,0.0,0.0,0.0
1034,"Wantz, Andrew",R,FC,0.0,0.0,139.0,91.3,0.61,12.51,32.67,6.14,6.357,4.57,4.17,3.0,0.0,0.0,0.0,0.0,0.0
1035,"Wantz, Andrew",R,FF,220.0,0.0,0.0,91.3,0.61,12.51,32.67,6.14,6.0070000000000014,2.73,7.219,3.28,0.0,0.0,0.0,0.0,0.0
1036,"Warren, Art",R,FF,137.0,0.0,0.0,95.2,6.85,15.74,38.2,6.42,3.464,2.53,4.0569999999999995,2.96,0.0,0.0,0.0,0.0,0.0
1037,"Warren, Austin",R,FF,100.0,0.0,0.0,93.7,12.3,13.73,42.25,6.45,2.1109999999999998,2.11,2.62,2.62,0.0,0.0,0.0,0.0,0.0
1038,"Warren, Austin",R,SI,0.0,51.0,0.0,93.7,12.3,13.73,42.25,6.45,1.8519999999999999,3.63,2.83,5.55,0.0,0.0,0.0,0.0,0.0
1039,"Watkins, Spenser",R,FC,0.0,0.0,296.0,89.1,-2.06,13.74,18.81,6.37,17.844,6.03,14.083,4.76,0.0,0.0,0.0,0.0,0.0
1040,"Watkins, Spenser",R,FF,450.0,0.0,0.0,89.1,-2.06,13.74,18.81,6.37,29.449,6.54,27.65,6.14,0.0,0.0,0.0,0.0,0.0
1041,"Weaver, Luke",R,FC,0.0,0.0,68.0,93.0,6.41,16.9,20.16,5.94,-1.6070000000000002,-2.36,1.431,2.1,0.0,0.0,0.0,0.0,0.0
1042,"Weaver, Luke",R,FF,687.0,0.0,0.0,93.0,6.41,16.9,20.16,5.94,16.997,2.47,34.906,5.08,0.0,0.0,0.0,0.0,0.0
1043,"Webb, Jacob",R,FF,253.0,0.0,0.0,94.1,12.16,16.35,32.1,6.1,14.575,5.76,14.379,5.68,0.0,0.0,0.0,0.0,0.0
1044,"Webb, Logan",R,FC,0.0,0.0,28.0,92.8,13.51,2.48,35.19,6.77,0.44399999999999995,1.59,1.159,4.14,0.0,0.0,0.0,0.0,0.0
1045,"Webb, Logan",R,FF,216.0,0.0,0.0,92.8,13.51,2.48,35.19,6.77,1.2529999999999997,0.58,5.291,2.45,0.0,0.0,0.0,0.0,0.0
1046,"Webb, Logan",R,SI,0.0,819.0,0.0,92.8,13.51,2.48,35.19,6.77,49.183,6.01,68.503,8.36,0.0,0.0,0.0,0.0,0.0
1047,"Weber, Ryan",R,FC,0.0,0.0,3.0,88.6,17.91,0.23,39.14,5.37,-0.021999999999999995,-0.73,0.063,2.1,0.0,0.0,0.0,0.0,0.0
1048,"Weber, Ryan",R,SI,0.0,104.0,0.0,88.6,17.91,0.23,39.14,5.37,9.785000000000002,9.41,11.331,10.9,0.0,0.0,0.0,0.0,0.0
1049,"Weems, Jordan",R,FF,80.0,0.0,0.0,94.7,7.46,18.51,31.8,6.58,7.840000000000001,9.8,4.452,5.56,0.0,0.0,0.0,0.0,0.0
1050,"Weigel, Patrick",R,FF,31.0,0.0,0.0,94.4,15.94,10.61,35.71,6.45,3.951,12.75,2.841,9.16,0.0,0.0,0.0,0.0,0.0
1051,"Weigel, Patrick",R,SI,0.0,8.0,0.0,94.4,15.94,10.61,35.71,6.45,0.5229999999999999,6.54,0.281,3.51,0.0,0.0,0.0,0.0,0.0
1052,"Wells, Tyler",R,FF,499.0,0.0,0.0,95.2,4.34,19.91,19.02,6.24,4.76,0.95,13.938,2.79,0.0,0.0,0.0,0.0,0.0
1053,"Wells, Tyler",R,SI,0.0,23.0,0.0,95.2,4.34,19.91,19.02,6.24,1.585,6.89,2.5389999999999997,11.04,0.0,0.0,0.0,0.0,0.0
1054,"Wendelken, J.B.",R,FF,378.0,0.0,0.0,94.0,5.75,12.9,40.61,6.18,14.126000000000001,3.74,19.806,5.24,0.0,0.0,0.0,0.0,0.0
1055,"Wendelken, J.B.",R,SI,0.0,103.0,0.0,94.0,5.75,12.9,40.61,6.18,6.827,6.63,5.7,5.53,0.0,0.0,0.0,0.0,0.0
1056,"Wheeler, Zack",R,FF,1353.0,0.0,0.0,97.0,10.06,14.56,30.18,7.2,10.683000000000002,0.79,27.383,2.02,0.0,0.0,0.0,0.0,0.0
1057,"Wheeler, Zack",R,SI,0.0,580.0,0.0,97.0,10.06,14.56,30.18,7.2,26.689,4.6,37.766,6.51,0.0,0.0,0.0,0.0,0.0
1058,"White, Mitch",R,FF,396.0,0.0,0.0,94.4,3.05,16.87,34.52,6.4,14.762,3.73,24.244,6.120000000000001,0.0,0.0,0.0,0.0,0.0
1059,"White, Mitch",R,SI,0.0,6.0,0.0,94.4,3.05,16.87,34.52,6.4,-0.17500000000000002,-2.92,0.17099999999999999,2.85,0.0,0.0,0.0,0.0,0.0
1060,"Whitley, Kodi",R,FF,228.0,0.0,0.0,93.7,5.85,19.55,2.7,6.16,4.178000000000001,1.83,10.036,4.4,0.0,0.0,0.0,0.0,0.0
1061,"Whitlock, Garrett",R,FF,109.0,0.0,0.0,95.9,15.21,12.08,31.68,7.32,-3.4959999999999996,-3.21,1.8479999999999999,1.7,0.0,0.0,0.0,0.0,0.0
1062,"Whitlock, Garrett",R,SI,0.0,605.0,0.0,95.9,15.21,12.08,31.68,7.32,22.682,3.75,42.872,7.090000000000001,0.0,0.0,0.0,0.0,0.0
1063,"Wick, Rowan",R,FC,0.0,0.0,23.0,94.3,1.31,16.59,28.3,6.5,1.3130000000000002,5.71,0.891,3.8700000000000006,0.0,0.0,0.0,0.0,0.0
1064,"Wick, Rowan",R,FF,249.0,0.0,0.0,94.3,1.31,16.59,28.3,6.5,9.134,3.67,9.914,3.98,0.0,0.0,0.0,0.0,0.0
1065,"Widener, Taylor",R,FF,808.0,0.0,0.0,92.6,5.79,15.29,42.5,6.6,39.144,4.84,48.706,6.029999999999999,0.0,0.0,0.0,0.0,0.0
1066,"Williams, Devin",R,FC,0.0,0.0,14.0,94.9,12.25,14.53,36.97,7.17,-0.29400000000000004,-2.1,0.18000000000000002,1.29,0.0,0.0,0.0,0.0,0.0
1067,"Williams, Devin",R,FF,329.0,0.0,0.0,94.9,12.25,14.53,36.97,7.17,6.441999999999999,1.96,7.9769999999999985,2.42,0.0,0.0,0.0,0.0,0.0
1068,"Williams, Devin",R,SI,0.0,12.0,0.0,94.9,12.25,14.53,36.97,7.17,1.489,12.41,1.291,10.76,0.0,0.0,0.0,0.0,0.0
1069,"Williams, Taylor",R,FF,69.0,0.0,0.0,93.7,11.4,7.29,43.65,6.14,4.504,6.53,6.271,9.09,0.0,0.0,0.0,0.0,0.0
1070,"Williams, Taylor",R,SI,0.0,50.0,0.0,93.7,11.4,7.29,43.65,6.14,5.136,10.27,4.936,9.87,0.0,0.0,0.0,0.0,0.0
1071,"Williams, Trevor",R,FF,742.0,0.0,0.0,91.1,5.71,11.16,38.46,6.8,36.298,4.89,43.35,5.84,0.0,0.0,0.0,0.0,0.0
1072,"Williams, Trevor",R,SI,0.0,186.0,0.0,91.1,5.71,11.16,38.46,6.8,9.366,5.04,14.618,7.86,0.0,0.0,0.0,0.0,0.0
1073,"Wilson, Bryse",R,FF,496.0,0.0,0.0,92.9,9.06,12.88,40.94,6.58,28.829,5.81,30.797,6.21,0.0,0.0,0.0,0.0,0.0
1074,"Wilson, Bryse",R,SI,0.0,226.0,0.0,92.9,9.06,12.88,40.94,6.58,13.086,5.79,18.738,8.29,0.0,0.0,0.0,0.0,0.0
1075,"Winkler, Dan",R,FC,0.0,0.0,524.0,91.9,2.24,13.29,34.4,6.53,24.009,4.58,22.973999999999997,4.38,0.0,0.0,0.0,0.0,0.0
1076,"Winkler, Dan",R,FF,157.0,0.0,0.0,91.9,2.24,13.29,34.4,6.53,4.264,2.72,7.211,4.59,0.0,0.0,0.0,0.0,0.0
1077,"Winkler, Dan",R,SI,0.0,50.0,0.0,91.9,2.24,13.29,34.4,6.53,3.323,6.65,3.565,7.13,0.0,0.0,0.0,0.0,0.0
1078,"Wisler, Matt",R,FF,72.0,0.0,0.0,91.5,9.15,17.67,27.3,6.09,1.331,1.8500000000000003,2.989,4.15,0.0,0.0,0.0,0.0,0.0
1079,"Wittgren, Nick",R,FC,0.0,0.0,101.0,91.8,6.59,13.79,38.43,6.83,4.767,4.72,5.245,5.19,0.0,0.0,0.0,0.0,0.0
1080,"Wittgren, Nick",R,FF,575.0,0.0,0.0,91.8,6.59,13.79,38.43,6.83,8.776,1.53,22.069,3.8399999999999994,0.0,0.0,0.0,0.0,0.0
1081,"Wojciechowski, Asher",R,FC,0.0,0.0,14.0,89.6,3.23,14.47,36.23,6.56,1.3889999999999998,9.92,1.139,8.14,0.0,0.0,0.0,0.0,0.0
1082,"Wojciechowski, Asher",R,FF,38.0,0.0,0.0,89.6,3.23,14.47,36.23,6.56,1.863,4.9,2.382,6.27,0.0,0.0,0.0,0.0,0.0
1083,"Wood, Hunter",R,FF,20.0,0.0,0.0,93.4,1.32,19.69,12.5,5.76,2.859,14.3,4.5,22.5,0.0,0.0,0.0,0.0,0.0
1084,"Woodford, Jake",R,FF,258.0,0.0,0.0,91.7,9.82,11.26,39.57,6.42,2.0779999999999994,0.81,8.251999999999999,3.1999999999999997,0.0,0.0,0.0,0.0,0.0
1085,"Woodford, Jake",R,SI,0.0,425.0,0.0,91.7,9.82,11.26,39.57,6.42,25.787000000000003,6.07,29.169,6.86,0.0,0.0,0.0,0.0,0.0
1086,"Woodruff, Brandon",R,FF,940.0,0.0,0.0,96.4,9.73,14.92,27.23,6.47,-8.986,-0.9599999999999999,-6.5169999999999995,-0.69,0.0,0.0,0.0,0.0,0.0
1087,"Woodruff, Brandon",R,SI,0.0,749.0,0.0,96.4,9.73,14.92,27.23,6.47,31.295999999999996,4.18,40.608,5.42,0.0,0.0,0.0,0.0,0.0
1088,"Workman, Brandon",R,FC,0.0,0.0,71.0,89.9,2.47,14.42,29.32,7.44,3.852,5.43,4.886,6.88,0.0,0.0,0.0,0.0,0.0
1089,"Workman, Brandon",R,FF,182.0,0.0,0.0,89.9,2.47,14.42,29.32,7.44,15.169,8.33,17.585,9.66,0.0,0.0,0.0,0.0,0.0
1090,"Wright Jr., Mike",R,FF,125.0,0.0,0.0,91.3,9.07,12.53,31.81,6.39,4.714,3.7700000000000005,6.075,4.86,0.0,0.0,0.0,0.0,0.0
1091,"Wright Jr., Mike",R,SI,0.0,72.0,0.0,91.3,9.07,12.53,31.81,6.39,3.4699999999999998,4.82,3.847,5.34,0.0,0.0,0.0,0.0,0.0
1092,"Wright, Kyle",R,FF,17.0,0.0,0.0,93.2,10.14,11.43,30.85,6.39,0.17200000000000015,1.01,0.451,2.65,0.0,0.0,0.0,0.0,0.0
1093,"Wright, Kyle",R,SI,0.0,50.0,0.0,93.2,10.14,11.43,30.85,6.39,4.464,8.93,3.416,6.83,0.0,0.0,0.0,0.0,0.0
1094,"Yajure, Miguel",R,FC,0.0,0.0,41.0,89.4,3.79,14.05,25.88,6.24,4.452,10.86,2.3449999999999998,5.72,0.0,0.0,0.0,0.0,0.0
1095,"Yajure, Miguel",R,FF,62.0,0.0,0.0,89.4,3.79,14.05,25.88,6.24,8.454,13.64,4.705,7.59,0.0,0.0,0.0,0.0,0.0
1096,"Yajure, Miguel",R,SI,0.0,13.0,0.0,89.4,3.79,14.05,25.88,6.24,2.4629999999999996,18.95,2.32,17.85,0.0,0.0,0.0,0.0,0.0
1097,"Yamamoto, Jordan",R,FC,0.0,0.0,30.0,89.0,2.97,12.12,29.45,6.41,3.099,10.33,3.277,10.92,0.0,0.0,0.0,0.0,0.0
1098,"Yamamoto, Jordan",R,FF,26.0,0.0,0.0,89.0,2.97,12.12,29.45,6.41,1.745,6.71,2.34,9.0,0.0,0.0,0.0,0.0,0.0
1099,"Yamamoto, Jordan",R,SI,0.0,10.0,0.0,89.0,2.97,12.12,29.45,6.41,-0.368,-3.68,0.24400000000000005,2.44,0.0,0.0,0.0,0.0,0.0
1100,"Yardley, Eric",R,SI,0.0,228.0,0.0,87.0,16.72,-6.78,66.7,6.17,12.996,5.7,16.615,7.290000000000001,0.0,0.0,0.0,0.0,0.0
1101,"Ynoa, Huascar",R,FF,600.0,0.0,0.0,96.5,8.25,16.71,15.15,6.09,29.695,4.95,31.913,5.32,0.0,0.0,0.0,0.0,0.0
1102,"Ynoa, Huascar",R,SI,0.0,64.0,0.0,96.5,8.25,16.71,15.15,6.09,3.957,6.18,4.719,7.37,0.0,0.0,0.0,0.0,0.0
1103,"Zeuch, T.J.",R,FC,0.0,0.0,40.0,92.3,13.5,8.34,21.77,6.35,2.2220000000000004,5.56,1.066,2.66,0.0,0.0,0.0,0.0,0.0
1104,"Zeuch, T.J.",R,FF,1.0,0.0,0.0,92.3,13.5,8.34,21.77,6.35,-0.149,-14.9,0.04599999999999999,4.6,0.0,0.0,0.0,0.0,0.0
1105,"Zeuch, T.J.",R,SI,0.0,165.0,0.0,92.3,13.5,8.34,21.77,6.35,12.221,7.41,13.108,7.94,0.0,0.0,0.0,0.0,0.0
1106,"Zimmer, Kyle",R,FF,470.0,0.0,0.0,94.1,-0.33,15.28,11.3,6.24,24.627000000000002,5.24,35.822,7.62,0.0,0.0,0.0,0.0,0.0
1107,"Zimmer, Kyle",R,SI,0.0,3.0,0.0,94.1,-0.33,15.28,11.3,6.24,0.12400000000000001,4.13,0.426,14.2,0.0,0.0,0.0,0.0,0.0
1108,"Zimmermann, Jordan",R,FF,7.0,0.0,0.0,89.4,10.67,10.57,35.62,6.05,-0.18300000000000002,-2.61,0.05999999999999999,0.86,0.0,0.0,0.0,0.0,0.0
1109,"Zimmermann, Jordan",R,SI,0.0,27.0,0.0,89.4,10.67,10.57,35.62,6.05,5.7,21.11,5.649,20.92,0.0,0.0,0.0,0.0,0.0
1110,"Zuber, Tyler",R,FF,293.0,0.0,0.0,94.6,9.01,16.08,31.6,5.87,15.554,5.31,15.038,5.13,0.0,0.0,0.0,0.0,0.0
1111,"de Geus, Brett",R,FC,0.0,0.0,226.0,92.1,11.4,6.19,27.26,5.73,11.681000000000001,5.17,14.419,6.38,0.0,0.0,0.0,0.0,0.0
1112,"de Geus, Brett",R,FF,8.0,0.0,0.0,92.1,11.4,6.19,27.26,5.73,-0.015,-0.19,0.8089999999999999,10.11,0.0,0.0,0.0,0.0,0.0
1113,"de Geus, Brett",R,SI,0.0,500.0,0.0,92.1,11.4,6.19,27.26,5.73,35.424,7.08,39.601,7.92,0.0,0.0,0.0,0.0,0.0
1114,"deGrom, Jacob",R,FF,704.0,0.0,0.0,99.2,9.07,16.45,24.1,6.93,9.801,1.39,11.821,1.68,0.0,0.0,0.0,0.0,0.0
1115,"Abad, Fernando",L,FC,0.0,0.0,16.0,91.4,-10.86,12.33,15.31,5.84,0.7799999999999998,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,"Abad, Fernando",L,FF,18.0,0.0,0.0,91.4,-10.86,12.33,15.31,5.84,2.8369999999999997,15.76,2.136,11.87,0.0,0.0,0.0,0.0,0.0
1117,"Abad, Fernando",L,SI,0.0,141.0,0.0,91.4,-10.86,12.33,15.31,5.84,7.7170000000000005,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,"Aguilar, Miguel",L,FF,62.0,0.0,0.0,91.4,-4.82,15.73,28.6,6.02,1.65,2.66,4.157,6.7,0.0,0.0,0.0,0.0,0.0
1119,"Akin, Keegan",L,FF,1009.0,0.0,0.0,92.0,-10.75,18.06,77.3,5.88,12.219,1.21,19.02,1.89,0.0,0.0,0.0,0.0,0.0
1120,"Albers, Andrew",L,FF,116.0,0.0,0.0,88.3,-10.41,16.92,57.62,6.17,4.396,3.79,6.255,5.39,0.0,0.0,0.0,0.0,0.0
1121,"Albers, Andrew",L,SI,0.0,117.0,0.0,88.3,-10.41,16.92,57.62,6.17,7.508000000000001,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,"Alexander, Scott",L,SI,0.0,192.0,0.0,92.2,-14.13,4.88,59.4,6.09,10.285,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,"Alexander, Tyler",L,FC,0.0,0.0,581.0,88.3,-3.86,11.5,68.06,6.23,20.644,3.5499999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,"Alexander, Tyler",L,FF,244.0,0.0,0.0,88.3,-3.86,11.5,68.06,6.23,9.133999999999999,3.74,8.111,3.32,0.0,0.0,0.0,0.0,0.0
1125,"Alexander, Tyler",L,SI,0.0,337.0,0.0,88.3,-3.86,11.5,68.06,6.23,26.179,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,"Allard, Kolby",L,FC,0.0,0.0,507.0,89.7,-4.38,13.22,75.24,6.19,29.904,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,"Allard, Kolby",L,FF,962.0,0.0,0.0,89.7,-4.38,13.22,75.24,6.19,25.691,2.67,35.072,3.65,0.0,0.0,0.0,0.0,0.0
1128,"Allard, Kolby",L,SI,0.0,8.0,0.0,89.7,-4.38,13.22,75.24,6.19,-0.022999999999999996,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,"Allen, Logan",L,FF,368.0,0.0,0.0,92.7,-7.08,15.25,61.37,6.04,28.452,7.73,24.653,6.7,0.0,0.0,0.0,0.0,0.0
1130,"Allen, Logan",L,SI,0.0,11.0,0.0,92.7,-7.08,15.25,61.37,6.04,1.7149999999999996,15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,"Allgeyer, Nick",L,FF,7.0,0.0,0.0,92.3,-10.85,12.69,48.3,5.7,-0.28099999999999997,-4.01,0.371,5.3,0.0,0.0,0.0,0.0,0.0
1132,"Alvarado, José",L,FC,0.0,0.0,170.0,98.5,-11.78,11.6,22.89,6.84,-12.348,-7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,"Alvarado, José",L,FF,36.0,0.0,0.0,98.5,-11.78,11.6,22.89,6.84,2.0970000000000004,5.83,1.874,5.21,0.0,0.0,0.0,0.0,0.0
1134,"Alvarado, José",L,SI,0.0,804.0,0.0,98.5,-11.78,11.6,22.89,6.84,41.056000000000004,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,"Anderson, Brett",L,FC,0.0,0.0,117.0,88.6,-12.11,9.56,38.67,5.94,3.5529999999999995,3.0400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,"Anderson, Brett",L,FF,9.0,0.0,0.0,88.6,-12.11,9.56,38.67,5.94,1.758,19.53,2.222,24.69,0.0,0.0,0.0,0.0,0.0
1137,"Anderson, Brett",L,SI,0.0,643.0,0.0,88.6,-12.11,9.56,38.67,5.94,50.586999999999996,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,"Anderson, Tyler",L,FC,0.0,0.0,702.0,88.3,-6.29,13.61,78.66,5.96,24.426,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,"Anderson, Tyler",L,FF,947.0,0.0,0.0,88.3,-6.29,13.61,78.66,5.96,21.036,2.22,32.803,3.46,0.0,0.0,0.0,0.0,0.0
1140,"Anderson, Tyler",L,SI,0.0,294.0,0.0,88.3,-6.29,13.61,78.66,5.96,15.419,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,"Ashby, Aaron",L,FF,11.0,0.0,0.0,96.5,-13.07,7.25,14.84,5.39,-0.898,-8.16,1.095,9.95,0.0,0.0,0.0,0.0,0.0
1142,"Ashby, Aaron",L,SI,0.0,181.0,0.0,96.5,-13.07,7.25,14.84,5.39,13.487,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,"Avilán, Luis",L,SI,0.0,46.0,0.0,89.3,-15.32,11.66,29.0,5.73,4.442,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,"Baldonado, Alberto",L,FF,130.0,0.0,0.0,93.8,-10.45,15.87,45.0,6.48,8.428,6.48,8.669,6.67,0.0,0.0,0.0,0.0,0.0
1145,"Banda, Anthony",L,FC,0.0,0.0,6.0,93.9,-11.05,15.46,59.92,6.24,0.16799999999999993,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
