,player_name,p_throws,pitch_type,FF_count,SI_count,FC_count,velo,pfx_x,pfx_z,arm_angle,release_extension,RV,RV/100,xRV,xRV/100,CU_count,SL_count,KC_count,CH_count,FS_count
1532,"Zerpa, Angel",L,FF,36.0,0.0,0.0,94.0,-9.18,13.06,88.86,5.3,-0.02200000000000012,-0.06,2.697,7.49,0.0,0.0,0.0,0.0,0.0
1533,"Zerpa, Angel",L,SI,0.0,9.0,0.0,94.0,-9.18,13.06,88.86,5.3,2.071,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,"Zimmermann, Bruce",L,FF,463.0,0.0,0.0,91.4,-6.31,16.22,17.4,6.23,35.319,7.63,34.47,7.44,0.0,0.0,0.0,0.0,0.0
1535,"Álvarez, José",L,FC,0.0,0.0,36.0,90.9,-14.39,11.08,80.02,6.47,-0.8400000000000002,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,"Álvarez, José",L,FF,119.0,0.0,0.0,90.9,-14.39,11.08,80.02,6.47,1.774,1.49,4.4799999999999995,3.76,0.0,0.0,0.0,0.0,0.0
1537,"Álvarez, José",L,SI,0.0,430.0,0.0,90.9,-14.39,11.08,80.02,6.47,8.949,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,"Abbott, Cory",R,CU,0.0,0.0,0.0,86.0,0.79,-2.94,42.41,5.94,-4.067,-7.01,-1.6079999999999999,-2.77,58.0,0.0,0.0,0.0,0.0
1539,"Abbott, Cory",R,SL,0.0,0.0,0.0,86.0,0.79,-2.94,42.41,5.94,4.49,7.13,7.988,12.68,0.0,63.0,0.0,0.0,0.0
1540,"Abreu, Albert",R,CU,0.0,0.0,0.0,87.2,-2.86,3.44,41.49,6.27,-0.016,-1.6,-0.1,-10.0,1.0,0.0,0.0,0.0,0.0
1541,"Abreu, Albert",R,SL,0.0,0.0,0.0,87.2,-2.86,3.44,41.49,6.27,1.4940000000000002,0.67,2.549,1.14,0.0,224.0,0.0,0.0,0.0
1542,"Abreu, Bryan",R,CU,0.0,0.0,0.0,88.2,-4.95,-4.71,32.98,6.22,1.0119999999999996,0.84,0.06600000000000009,0.05,121.0,0.0,0.0,0.0,0.0
1543,"Abreu, Bryan",R,SL,0.0,0.0,0.0,88.2,-4.95,-4.71,32.98,6.22,7.4719999999999995,2.92,0.5109999999999999,0.2,0.0,256.0,0.0,0.0,0.0
1544,"Acevedo, Domingo",R,SL,0.0,0.0,0.0,85.1,5.61,7.29,35.3,5.74,-2.845,-5.81,1.898,3.87,0.0,49.0,0.0,0.0,0.0
1545,"Adam, Jason",R,KC,0.0,0.0,0.0,80.6,-8.48,-9.02,30.29,6.44,-0.263,-0.88,-0.08999999999999998,-0.3,0.0,0.0,30.0,0.0,0.0
1546,"Adam, Jason",R,SL,0.0,0.0,0.0,80.6,-8.48,-9.02,30.29,6.44,-2.299,-5.89,-0.9079999999999999,-2.33,0.0,39.0,0.0,0.0,0.0
1547,"Adams, Austin",R,SL,0.0,0.0,0.0,86.9,-9.98,0.79,51.1,5.82,19.143,2.29,33.967,4.06,0.0,837.0,0.0,0.0,0.0
1548,"Adon, Joan",R,SL,0.0,0.0,0.0,82.6,-1.6,-5.01,43.1,6.13,-1.9949999999999999,-5.39,-0.696,-1.8800000000000001,0.0,37.0,0.0,0.0,0.0
1549,"Alaniz, R.J.",R,SL,0.0,0.0,0.0,83.7,-8.32,-3.52,35.1,5.81,-1.046,-6.15,-0.362,-2.13,0.0,17.0,0.0,0.0,0.0
1550,"Alcala, Jorge",R,SL,0.0,0.0,0.0,89.7,-3.03,4.64,40.4,5.73,0.5129999999999998,0.14,13.238999999999999,3.74,0.0,354.0,0.0,0.0,0.0
1551,"Alcantara, Sandy",R,CU,0.0,0.0,0.0,89.8,0.81,2.72,38.49,5.92,4.292,5.43,3.192,4.04,79.0,0.0,0.0,0.0,0.0
1552,"Alcantara, Sandy",R,SL,0.0,0.0,0.0,89.8,0.81,2.72,38.49,5.92,10.594999999999999,1.42,23.362000000000002,3.14,0.0,745.0,0.0,0.0,0.0
1553,"Alexy, A.J.",R,CU,0.0,0.0,0.0,79.5,-8.28,-6.24,23.09,6.64,-1.747,-5.14,-1.0390000000000001,-3.0599999999999996,34.0,0.0,0.0,0.0,0.0
1554,"Alexy, A.J.",R,SL,0.0,0.0,0.0,79.5,-8.28,-6.24,23.09,6.64,3.8900000000000006,4.74,4.355,5.31,0.0,82.0,0.0,0.0,0.0
1555,"Almonte, Yency",R,SL,0.0,0.0,0.0,83.7,-7.47,1.32,44.3,6.68,9.68,2.73,14.655000000000001,4.13,0.0,355.0,0.0,0.0,0.0
1556,"Altavilla, Dan",R,SL,0.0,0.0,0.0,90.0,-0.45,6.48,43.3,5.61,0.9130000000000001,8.3,1.254,11.4,0.0,11.0,0.0,0.0,0.0
1557,"Alzolay, Adbert",R,CU,0.0,0.0,0.0,86.0,-7.34,3.02,32.4,6.25,2.25,10.709999999999999,1.9669999999999999,9.37,21.0,0.0,0.0,0.0,0.0
1558,"Alzolay, Adbert",R,SL,0.0,0.0,0.0,86.0,-7.34,3.02,32.4,6.25,-0.7269999999999992,-0.09,4.024,0.52,0.0,777.0,0.0,0.0,0.0
1559,"Anderson, Chase",R,CU,0.0,0.0,0.0,76.9,-5.82,-14.6,17.6,5.7,3.8310000000000004,4.98,3.7750000000000004,4.9,77.0,0.0,0.0,0.0,0.0
1560,"Anderson, Drew",R,CU,0.0,0.0,0.0,80.9,-4.6,-5.4,28.5,6.27,-1.562,-2.74,0.027999999999999983,0.05,57.0,0.0,0.0,0.0,0.0
1561,"Anderson, Drew",R,SL,0.0,0.0,0.0,80.9,-4.6,-5.4,28.5,6.27,1.6279999999999994,2.29,2.332,3.28,0.0,71.0,0.0,0.0,0.0
1562,"Anderson, Ian",R,CU,0.0,0.0,0.0,80.7,-0.96,-6.37,28.0,6.78,6.566999999999999,1.43,13.04,2.83,460.0,0.0,0.0,0.0,0.0
1563,"Anderson, Nick",R,CU,0.0,0.0,0.0,81.0,-1.99,-0.32,14.6,5.8,-0.2130000000000001,-0.65,0.791,2.4,33.0,0.0,0.0,0.0,0.0
1564,"Anderson, Shaun",R,CU,0.0,0.0,0.0,86.7,-6.91,1.0,35.27,6.55,-0.8280000000000001,-11.83,-0.616,-8.8,7.0,0.0,0.0,0.0,0.0
1565,"Anderson, Shaun",R,SL,0.0,0.0,0.0,86.7,-6.91,1.0,35.27,6.55,18.118,6.84,16.909,6.38,0.0,265.0,0.0,0.0,0.0
1566,"Anderson, Tanner",R,SL,0.0,0.0,0.0,83.2,-2.78,-0.42,40.7,5.91,-0.00899999999999998,-0.05999999999999999,-0.362,-2.4100000000000006,0.0,15.0,0.0,0.0,0.0
1567,"Andriese, Matt",R,CU,0.0,0.0,0.0,80.1,-6.2,-13.99,36.0,5.77,4.973999999999999,4.61,4.8,4.44,108.0,0.0,0.0,0.0,0.0
1568,"Antone, Tejay",R,CU,0.0,0.0,0.0,81.4,-15.21,-6.12,39.75,6.46,-7.8260000000000005,-4.35,-2.815,-1.56,180.0,0.0,0.0,0.0,0.0
1569,"Antone, Tejay",R,SL,0.0,0.0,0.0,81.4,-15.21,-6.12,39.75,6.46,0.06599999999999998,0.04,1.1869999999999998,0.67,0.0,178.0,0.0,0.0,0.0
1570,"Araúz, Jonathan",R,SL,0.0,0.0,0.0,39.6,-5.54,23.43,17.1,4.27,1.0410000000000001,14.87,2.413,34.47,0.0,7.0,0.0,0.0,0.0
1571,"Archer, Chris",R,SL,0.0,0.0,0.0,87.2,-5.36,3.18,18.7,6.23,1.1929999999999998,0.86,0.9160000000000001,0.66,0.0,138.0,0.0,0.0,0.0
1572,"Arihara, Kohei",R,CU,0.0,0.0,0.0,80.8,-6.1,-1.01,44.03,6.65,1.029,6.05,0.9659999999999999,5.68,17.0,0.0,0.0,0.0,0.0
1573,"Arihara, Kohei",R,SL,0.0,0.0,0.0,80.8,-6.1,-1.01,44.03,6.65,3.3909999999999996,2.83,5.123,4.27,0.0,120.0,0.0,0.0,0.0
1574,"Armstrong, Shawn",R,SL,0.0,0.0,0.0,85.5,-11.62,-2.39,36.2,6.52,5.35,6.86,4.305,5.52,0.0,78.0,0.0,0.0,0.0
1575,"Arrieta, Jake",R,CU,0.0,0.0,0.0,85.2,-6.85,0.09,42.59,5.82,-4.1530000000000005,-1.5400000000000003,-3.0170000000000003,-1.12,269.0,0.0,0.0,0.0,0.0
1576,"Arrieta, Jake",R,SL,0.0,0.0,0.0,85.2,-6.85,0.09,42.59,5.82,19.118,4.61,24.283999999999995,5.85,0.0,415.0,0.0,0.0,0.0
1577,"Avila, Pedro",R,CU,0.0,0.0,0.0,78.0,-8.93,-10.12,24.95,6.07,-0.075,-0.83,0.252,2.8,9.0,0.0,0.0,0.0,0.0
1578,"Avila, Pedro",R,SL,0.0,0.0,0.0,78.0,-8.93,-10.12,24.95,6.07,0.10200000000000012,1.13,-0.243,-2.7,0.0,9.0,0.0,0.0,0.0
1579,"Axford, John",R,CU,0.0,0.0,0.0,79.2,-8.76,-11.48,26.7,6.5,0.49699999999999994,16.57,0.47300000000000003,15.770000000000001,3.0,0.0,0.0,0.0,0.0
1580,"Bard, Daniel",R,SL,0.0,0.0,0.0,87.1,-9.24,2.58,40.1,6.1,3.598,0.65,9.773,1.75,0.0,557.0,0.0,0.0,0.0
1581,"Barlow, Joe",R,CU,0.0,0.0,0.0,84.3,-2.44,3.87,5.27,6.03,-1.33,-2.29,2.376,4.1,58.0,0.0,0.0,0.0,0.0
1582,"Barlow, Joe",R,SL,0.0,0.0,0.0,84.3,-2.44,3.87,5.27,6.03,-4.764,-2.58,1.5990000000000002,0.86,0.0,185.0,0.0,0.0,0.0
1583,"Barlow, Scott",R,CU,0.0,0.0,0.0,83.3,-9.62,-3.99,35.67,6.71,-9.861,-4.01,-5.643,-2.29,246.0,0.0,0.0,0.0,0.0
1584,"Barlow, Scott",R,SL,0.0,0.0,0.0,83.3,-9.62,-3.99,35.67,6.71,9.120000000000001,1.61,8.142,1.44,0.0,566.0,0.0,0.0,0.0
1585,"Barnes, Matt",R,KC,0.0,0.0,0.0,85.3,-3.78,-10.03,27.9,6.68,-8.888,-2.0,-4.211,-0.9499999999999998,0.0,0.0,444.0,0.0,0.0
1586,"Barraclough, Kyle",R,SL,0.0,0.0,0.0,77.2,-17.78,0.9,44.9,6.4,3.7670000000000003,3.14,4.353000000000001,3.63,0.0,120.0,0.0,0.0,0.0
1587,"Barreda, Manny",R,SL,0.0,0.0,0.0,84.8,-6.26,2.53,22.6,6.24,1.12,8.62,0.8730000000000001,6.72,0.0,13.0,0.0,0.0,0.0
1588,"Barría, Jaime",R,SL,0.0,0.0,0.0,85.9,-2.22,6.27,31.4,6.09,20.661,6.110000000000001,19.103,5.65,0.0,338.0,0.0,0.0,0.0
1589,"Bass, Anthony",R,SL,0.0,0.0,0.0,85.9,-4.46,-2.82,19.3,6.23,-0.45400000000000046,-0.1,3.42,0.72,0.0,477.0,0.0,0.0,0.0
1590,"Bassitt, Chris",R,CU,0.0,0.0,0.0,74.9,-14.75,-4.82,24.77,6.32,-9.24,-5.96,-1.5259999999999996,-0.98,155.0,0.0,0.0,0.0,0.0
1591,"Bassitt, Chris",R,SL,0.0,0.0,0.0,74.9,-14.75,-4.82,24.77,6.32,-4.617000000000001,-1.92,1.2640000000000002,0.52,0.0,241.0,0.0,0.0,0.0
1592,"Bauer, Trevor",R,KC,0.0,0.0,0.0,80.3,-14.29,-8.5,32.07,6.35,-2.761,-1.53,-3.542,-1.97,0.0,0.0,180.0,0.0,0.0
1593,"Bauer, Trevor",R,SL,0.0,0.0,0.0,80.3,-14.29,-8.5,32.07,6.35,-7.493,-2.41,-3.6060000000000003,-1.16,0.0,311.0,0.0,0.0,0.0
1594,"Baumann, Mike",R,CU,0.0,0.0,0.0,88.3,-3.69,2.49,24.9,6.56,1.075,9.77,-0.197,-1.7899999999999998,11.0,0.0,0.0,0.0,0.0
1595,"Baumann, Mike",R,SL,0.0,0.0,0.0,88.3,-3.69,2.49,24.9,6.56,4.002,6.16,2.448,3.7699999999999996,0.0,65.0,0.0,0.0,0.0
1596,"Baz, Shane",R,CU,0.0,0.0,0.0,84.7,-5.51,-5.62,28.67,6.63,-1.4400000000000002,-3.89,-1.302,-3.52,37.0,0.0,0.0,0.0,0.0
1597,"Baz, Shane",R,SL,0.0,0.0,0.0,84.7,-5.51,-5.62,28.67,6.63,0.2779999999999999,0.66,1.045,2.49,0.0,42.0,0.0,0.0,0.0
1598,"Bazardo, Eduard",R,SL,0.0,0.0,0.0,82.4,-14.37,-1.08,37.1,5.61,-0.6779999999999999,-2.05,-0.347,-1.05,0.0,33.0,0.0,0.0,0.0
1599,"Beasley, Jeremy",R,CU,0.0,0.0,0.0,82.6,-10.76,3.81,41.31,6.25,-0.011,-0.55,-0.037,-1.85,2.0,0.0,0.0,0.0,0.0
1600,"Beasley, Jeremy",R,SL,0.0,0.0,0.0,82.6,-10.76,3.81,41.31,6.25,-0.76,-1.55,0.784,1.6,0.0,49.0,0.0,0.0,0.0
1601,"Bednar, David",R,CU,0.0,0.0,0.0,77.5,-9.23,-12.22,38.8,6.23,-3.465,-1.58,1.634,0.7400000000000001,220.0,0.0,0.0,0.0,0.0
1602,"Bedrosian, Cam",R,SL,0.0,0.0,0.0,81.2,-3.42,-7.01,32.0,5.97,6.406,5.620000000000001,5.7570000000000014,5.05,0.0,114.0,0.0,0.0,0.0
1603,"Beede, Tyler",R,CU,0.0,0.0,0.0,79.6,-9.12,-12.36,40.2,6.2,0.08500000000000005,1.06,0.10899999999999999,1.36,8.0,0.0,0.0,0.0,0.0
1604,"Bellatti, Andrew",R,SL,0.0,0.0,0.0,86.0,-5.67,4.54,31.4,5.88,0.24999999999999986,0.78,0.9610000000000002,3.0,0.0,32.0,0.0,0.0,0.0
1605,"Bender, Anthony",R,SL,0.0,0.0,0.0,84.6,-9.09,-2.38,29.2,5.89,1.7,0.38,0.38799999999999973,0.09,0.0,450.0,0.0,0.0,0.0
1606,"Berríos, José",R,CU,0.0,0.0,0.0,82.9,-15.04,-3.52,49.7,6.27,-8.152000000000001,-0.88,-8.927,-0.96,927.0,0.0,0.0,0.0,0.0
1607,"Betances, Dellin",R,KC,0.0,0.0,0.0,80.8,-11.07,1.68,31.9,6.34,-0.6100000000000001,-6.78,-0.34400000000000003,-3.8199999999999994,0.0,0.0,9.0,0.0,0.0
1608,"Bettinger, Alec",R,CU,0.0,0.0,0.0,76.9,-9.8,-8.89,30.59,6.35,4.7059999999999995,13.840000000000002,2.527,7.429999999999999,34.0,0.0,0.0,0.0,0.0
1609,"Bettinger, Alec",R,SL,0.0,0.0,0.0,76.9,-9.8,-8.89,30.59,6.35,5.287,52.87,3.658,36.58,0.0,10.0,0.0,0.0,0.0
1610,"Biagini, Joe",R,CU,0.0,0.0,0.0,80.1,-4.44,-5.71,26.07,5.89,0.697,17.42,0.053000000000000005,1.3300000000000003,4.0,0.0,0.0,0.0,0.0
1611,"Biagini, Joe",R,SL,0.0,0.0,0.0,80.1,-4.44,-5.71,26.07,5.89,-0.18200000000000002,-1.65,1.301,11.83,0.0,11.0,0.0,0.0,0.0
1612,"Bickford, Phil",R,SL,0.0,0.0,0.0,84.0,-6.25,1.08,43.8,6.88,1.8609999999999993,0.68,6.285,2.3,0.0,273.0,0.0,0.0,0.0
1613,"Bieber, Shane",R,KC,0.0,0.0,0.0,84.3,-5.69,-6.62,25.36,6.49,10.756,2.21,12.375,2.55,0.0,0.0,486.0,0.0,0.0
1614,"Bieber, Shane",R,SL,0.0,0.0,0.0,84.3,-5.69,-6.62,25.36,6.49,-1.397000000000001,-0.36,6.922,1.76,0.0,393.0,0.0,0.0,0.0
1615,"Bielak, Brandon",R,CU,0.0,0.0,0.0,81.9,-8.6,-6.22,33.03,5.48,0.7229999999999999,0.83,0.8569999999999998,0.99,87.0,0.0,0.0,0.0,0.0
1616,"Bielak, Brandon",R,SL,0.0,0.0,0.0,81.9,-8.6,-6.22,33.03,5.48,4.5249999999999995,3.21,3.5839999999999996,2.54,0.0,141.0,0.0,0.0,0.0
1617,"Blackburn, Paul",R,CU,0.0,0.0,0.0,79.1,-7.0,-14.87,17.6,6.1,1.9449999999999998,2.37,0.7189999999999999,0.88,82.0,0.0,0.0,0.0,0.0
1618,"Blandino, Alex",R,CU,0.0,0.0,0.0,78.2,15.12,5.88,31.8,6.1,-0.007,-0.7,0.242,24.2,1.0,0.0,0.0,0.0,0.0
1619,"Blewett, Scott",R,SL,0.0,0.0,0.0,83.1,-2.53,2.47,21.2,6.82,-1.2269999999999999,-4.91,-0.31200000000000006,-1.25,0.0,25.0,0.0,0.0,0.0
1620,"Bolaños, Ronald",R,CU,0.0,0.0,0.0,83.9,-7.47,1.82,33.79,6.58,-0.702,-4.13,-0.148,-0.87,17.0,0.0,0.0,0.0,0.0
1621,"Bolaños, Ronald",R,SL,0.0,0.0,0.0,83.9,-7.47,1.82,33.79,6.58,-0.6260000000000001,-2.09,-0.20499999999999996,-0.68,0.0,30.0,0.0,0.0,0.0
1622,"Bostick, Akeem",R,CU,0.0,0.0,0.0,76.2,-11.82,-3.06,31.05,6.45,-0.016,-1.6,-0.032,-3.2,1.0,0.0,0.0,0.0,0.0
1623,"Bostick, Akeem",R,SL,0.0,0.0,0.0,76.2,-11.82,-3.06,31.05,6.45,-0.016,-1.6,0.007,0.7,0.0,1.0,0.0,0.0,0.0
1624,"Boxberger, Brad",R,SL,0.0,0.0,0.0,88.0,-6.29,6.55,30.8,5.51,5.548,2.25,8.828000000000001,3.57,0.0,247.0,0.0,0.0,0.0
1625,"Brach, Brad",R,SL,0.0,0.0,0.0,83.6,-6.41,0.98,50.5,5.74,4.985,6.65,7.665,10.22,0.0,75.0,0.0,0.0,0.0
1626,"Bradley, Archie",R,KC,0.0,0.0,0.0,78.2,-5.99,-11.31,31.8,6.63,6.35,4.47,6.783,4.78,0.0,0.0,142.0,0.0,0.0
1627,"Brasier, Ryan",R,CU,0.0,0.0,0.0,84.5,-8.43,-0.94,26.02,6.95,1.248,11.35,0.8290000000000002,7.54,11.0,0.0,0.0,0.0,0.0
1628,"Brasier, Ryan",R,SL,0.0,0.0,0.0,84.5,-8.43,-0.94,26.02,6.95,2.4659999999999997,4.84,1.029,2.02,0.0,51.0,0.0,0.0,0.0
1629,"Brebbia, John",R,SL,0.0,0.0,0.0,81.5,-8.06,1.64,35.0,6.91,11.456,8.01,9.185,6.42,0.0,143.0,0.0,0.0,0.0
1630,"Brennan, Brandon",R,SL,0.0,0.0,0.0,84.0,-0.36,4.08,37.6,5.5,-0.004,-0.4,-0.02,-2.0,0.0,1.0,0.0,0.0,0.0
1631,"Brewer, Colten",R,CU,0.0,0.0,0.0,84.3,-8.01,-6.69,37.34,6.13,0.44000000000000006,7.33,0.253,4.22,6.0,0.0,0.0,0.0,0.0
1632,"Brewer, Colten",R,SL,0.0,0.0,0.0,84.3,-8.01,-6.69,37.34,6.13,0.6240000000000001,8.91,0.19100000000000003,2.73,0.0,7.0,0.0,0.0,0.0
1633,"Brice, Austin",R,CU,0.0,0.0,0.0,81.8,-7.53,-1.53,45.8,5.33,-0.4020000000000006,-0.38,4.17,3.9300000000000006,106.0,0.0,0.0,0.0,0.0
1634,"Brubaker, JT",R,CU,0.0,0.0,0.0,85.4,-2.49,0.21,37.7,5.84,3.34,1.65,2.8400000000000003,1.4100000000000001,202.0,0.0,0.0,0.0,0.0
1635,"Brubaker, JT",R,SL,0.0,0.0,0.0,85.4,-2.49,0.21,37.7,5.84,22.734,3.42,23.807000000000002,3.58,0.0,665.0,0.0,0.0,0.0
1636,"Buehler, Walker",R,KC,0.0,0.0,0.0,82.5,-12.48,-6.83,17.85,6.4,-7.247000000000002,-1.75,-5.988,-1.44,0.0,0.0,415.0,0.0,0.0
1637,"Buehler, Walker",R,SL,0.0,0.0,0.0,82.5,-12.48,-6.83,17.85,6.4,-4.295000000000002,-0.99,-3.5940000000000003,-0.8299999999999998,0.0,433.0,0.0,0.0,0.0
1638,"Bukauskas, J.B.",R,SL,0.0,0.0,0.0,86.1,-3.2,1.44,31.7,5.45,2.565,2.14,4.439000000000001,3.7,0.0,120.0,0.0,0.0,0.0
1639,"Bundy, Dylan",R,CU,0.0,0.0,0.0,77.6,-6.29,-6.87,35.08,5.76,-0.41300000000000053,-0.2,3.066,1.48,207.0,0.0,0.0,0.0,0.0
1640,"Bundy, Dylan",R,SL,0.0,0.0,0.0,77.6,-6.29,-6.87,35.08,5.76,7.029,2.2,9.981,3.12,0.0,320.0,0.0,0.0,0.0
1641,"Burdi, Zack",R,SL,0.0,0.0,0.0,88.5,-4.28,4.04,30.8,6.11,2.117,3.85,1.677,3.05,0.0,55.0,0.0,0.0,0.0
1642,"Burnes, Corbin",R,CU,0.0,0.0,0.0,83.5,-10.03,-5.29,13.74,6.34,-17.117,-3.62,-9.104,-1.92,473.0,0.0,0.0,0.0,0.0
1643,"Burnes, Corbin",R,SL,0.0,0.0,0.0,83.5,-10.03,-5.29,13.74,6.34,-4.0920000000000005,-1.7200000000000002,0.47099999999999986,0.2,0.0,238.0,0.0,0.0,0.0
1644,"Burns, Andy",R,CU,0.0,0.0,0.0,74.1,15.36,8.8,46.1,5.87,1.82,60.669999999999995,0.801,26.7,3.0,0.0,0.0,0.0,0.0
1645,"Burr, Ryan",R,SL,0.0,0.0,0.0,77.9,-7.53,-10.52,22.4,6.5,0.2779999999999999,0.49,0.46299999999999997,0.81,0.0,57.0,0.0,0.0,0.0
1646,"Burrows, Beau",R,CU,0.0,0.0,0.0,84.3,-2.55,2.99,29.98,5.39,-0.334,-6.68,-0.00899999999999998,-0.18,5.0,0.0,0.0,0.0,0.0
1647,"Burrows, Beau",R,SL,0.0,0.0,0.0,84.3,-2.55,2.99,29.98,5.39,6.555,8.3,6.586,8.34,0.0,79.0,0.0,0.0,0.0
1648,"Bush, Matt",R,CU,0.0,0.0,0.0,83.4,-8.71,-3.04,29.66,6.12,-0.24000000000000013,-2.0,0.28500000000000003,2.38,12.0,0.0,0.0,0.0,0.0
1649,"Bush, Matt",R,SL,0.0,0.0,0.0,83.4,-8.71,-3.04,29.66,6.12,0.931,4.66,0.9440000000000001,4.72,0.0,20.0,0.0,0.0,0.0
1650,"Báez, Pedro",R,SL,0.0,0.0,0.0,83.8,-2.26,5.81,6.2,5.82,-0.201,-4.02,0.195,3.9,0.0,5.0,0.0,0.0,0.0
1651,"Cabrera, Asdrúbal",R,CU,0.0,0.0,0.0,58.3,15.0,8.16,38.9,5.0,-0.149,-14.9,-0.019,-1.9,1.0,0.0,0.0,0.0,0.0
1652,"Cabrera, Edward",R,CU,0.0,0.0,0.0,85.8,-5.19,-2.12,28.43,6.52,0.9950000000000001,1.33,2.056,2.74,75.0,0.0,0.0,0.0,0.0
1653,"Cabrera, Edward",R,SL,0.0,0.0,0.0,85.8,-5.19,-2.12,28.43,6.52,0.8110000000000003,0.7999999999999999,-0.894,-0.8799999999999999,0.0,102.0,0.0,0.0,0.0
1654,"Cahill, Trevor",R,KC,0.0,0.0,0.0,78.6,-10.14,-11.17,34.7,5.93,0.6899999999999991,0.49,0.259,0.18,0.0,0.0,142.0,0.0,0.0
1655,"Campbell, Paul",R,CU,0.0,0.0,0.0,84.2,-6.15,1.76,33.75,5.74,2.398,2.76,2.762000000000001,3.17,87.0,0.0,0.0,0.0,0.0
1656,"Campbell, Paul",R,SL,0.0,0.0,0.0,84.2,-6.15,1.76,33.75,5.74,6.933999999999999,5.1,7.146999999999999,5.26,0.0,136.0,0.0,0.0,0.0
1657,"Canning, Griffin",R,CU,0.0,0.0,0.0,86.4,-1.13,-1.74,30.28,5.72,4.078,3.46,1.877,1.59,118.0,0.0,0.0,0.0,0.0
1658,"Canning, Griffin",R,SL,0.0,0.0,0.0,86.4,-1.13,-1.74,30.28,5.72,9.092999999999998,3.16,10.292,3.57,0.0,288.0,0.0,0.0,0.0
1659,"Carlton, Drew",R,SL,0.0,0.0,0.0,79.0,-6.91,3.18,37.3,5.81,0.8729999999999999,4.16,1.423,6.779999999999999,0.0,21.0,0.0,0.0,0.0
1660,"Carpenter, Matt",R,CU,0.0,0.0,0.0,52.4,-12.66,-3.78,35.1,5.05,0.653,32.65,0.6819999999999999,34.1,2.0,0.0,0.0,0.0,0.0
1661,"Carrasco, Carlos",R,CU,0.0,0.0,0.0,86.6,-2.8,3.32,26.02,6.44,-3.17,-7.55,-1.563,-3.72,42.0,0.0,0.0,0.0,0.0
1662,"Carrasco, Carlos",R,SL,0.0,0.0,0.0,86.6,-2.8,3.32,26.02,6.44,4.414000000000001,2.47,6.044,3.38,0.0,179.0,0.0,0.0,0.0
1663,"Castellani, Ryan",R,CU,0.0,0.0,0.0,82.5,-4.07,3.49,33.78,6.52,-0.505,-12.62,-0.136,-3.4,4.0,0.0,0.0,0.0,0.0
1664,"Castellani, Ryan",R,SL,0.0,0.0,0.0,82.5,-4.07,3.49,33.78,6.52,2.021,7.22,0.7510000000000001,2.68,0.0,28.0,0.0,0.0,0.0
1665,"Castellanos, Humberto",R,CU,0.0,0.0,0.0,78.4,-7.98,-2.27,37.95,5.98,-1.4040000000000001,-0.77,3.599,1.9699999999999998,183.0,0.0,0.0,0.0,0.0
1666,"Castellanos, Humberto",R,SL,0.0,0.0,0.0,78.4,-7.98,-2.27,37.95,5.98,2.418,5.139999999999999,3.12,6.639999999999999,0.0,47.0,0.0,0.0,0.0
1667,"Castillo, Diego",R,SL,0.0,0.0,0.0,87.3,-1.33,4.44,17.8,5.36,-9.503,-1.53,9.424,1.52,0.0,620.0,0.0,0.0,0.0
1668,"Castillo, Luis",R,SL,0.0,0.0,0.0,86.4,-0.46,-0.34,47.4,5.49,-3.0420000000000007,-0.56,14.883000000000001,2.72,0.0,548.0,0.0,0.0,0.0
1669,"Castro, Anthony",R,SL,0.0,0.0,0.0,84.1,-12.61,-1.13,48.0,6.82,-0.5960000000000006,-0.28,0.188,0.09,0.0,212.0,0.0,0.0,0.0
1670,"Castro, Harold",R,CU,0.0,0.0,0.0,51.6,4.92,13.68,28.7,4.8,-0.007,-0.7,0.015,1.5,1.0,0.0,0.0,0.0,0.0
1671,"Castro, Kervin",R,CU,0.0,0.0,0.0,80.1,-2.04,-13.07,18.0,6.72,1.4389999999999998,2.82,1.1,2.16,51.0,0.0,0.0,0.0,0.0
1672,"Castro, Miguel",R,SL,0.0,0.0,0.0,85.7,-11.45,0.9,47.0,6.49,-6.812,-1.58,3.498999999999999,0.81,0.0,432.0,0.0,0.0,0.0
1673,"Cease, Dylan",R,KC,0.0,0.0,0.0,83.9,-6.37,-6.86,29.84,6.0,-8.570000000000002,-1.91,-4.915,-1.1,0.0,0.0,448.0,0.0,0.0
1674,"Cease, Dylan",R,SL,0.0,0.0,0.0,83.9,-6.37,-6.86,29.84,6.0,-6.8999999999999995,-0.76,2.8959999999999995,0.32,0.0,903.0,0.0,0.0,0.0
1675,"Cessa, Luis",R,SL,0.0,0.0,0.0,82.7,-3.3,-3.18,18.8,5.75,14.72,2.74,18.308,3.41,0.0,537.0,0.0,0.0,0.0
1676,"Chacín, Jhoulys",R,CU,0.0,0.0,0.0,83.7,-9.28,2.82,20.05,5.91,5.630999999999999,1.49,8.641,2.28,379.0,0.0,0.0,0.0,0.0
1677,"Chacín, Jhoulys",R,SL,0.0,0.0,0.0,83.7,-9.28,2.82,20.05,5.91,4.851,2.33,5.612,2.7,0.0,208.0,0.0,0.0,0.0
1678,"Chargois, JT",R,SL,0.0,0.0,0.0,87.6,0.26,3.49,40.6,6.31,2.73,0.52,3.308,0.63,0.0,521.0,0.0,0.0,0.0
